Valor_Total_Declarado,Idade_Posse,Municipio,Partido,UF_Nascimento,Genero,Grau_Instrucao,Estado_Civil,Declar_Racial,Reeleicao,Declar_Bens,Situacao
0.25745377525921076,1.659167050727718,1,1,2,0,3,1,3,0,1,0
-0.06018769458221026,1.7541007768859123,1,2,1,0,5,2,3,0,1,0
6.695446915411709,-0.9040435555435224,0,1,1,0,7,1,1,1,1,0
-0.15874198958719468,-0.5243086509107461,4,1,1,0,7,0,3,0,1,0
-0.41503662509919903,0.42502861067119485,4,2,1,0,3,0,3,0,1,0
-0.3144386758652566,2.0389019553604943,4,1,1,0,5,1,3,0,1,0
-0.29376786437883007,0.7098297891457772,1,2,2,0,2,1,3,1,1,1
-0.3130606217661615,1.1844984199367476,0,1,1,0,4,1,3,0,1,0
-0.04571812654171169,-0.2395074724361638,0,1,1,1,7,1,3,0,0,0
-0.36267056933358516,-1.0939110078599108,1,1,2,0,4,1,4,0,0,0
-0.15596245446931986,-1.7584470909672694,4,2,1,0,3,0,3,1,1,0
0.20233161129540667,-0.6192423770689403,0,1,1,0,5,0,3,0,1,0
-0.3612925152344901,0.42502861067119485,1,1,2,0,5,1,3,0,1,0
0.5583036559031579,-0.8091098293853284,1,1,1,0,7,1,4,0,1,0
-0.11659007080407369,-1.6635133648090752,0,1,1,0,7,0,5,0,1,0
-0.026053294547624607,-0.9989772817017166,1,1,1,0,7,0,4,0,1,0
-0.05949866753266271,-0.7141761032271343,1,2,1,0,4,0,3,0,1,0
0.0838189587732279,-0.429374924752552,0,2,1,0,5,0,3,0,1,0
-0.37231694802725085,-1.283778460176299,1,2,1,0,7,1,3,0,1,0
-0.34889002834263416,0.2351611583548067,1,0,2,0,7,0,1,0,1,0
-0.08705974951456474,0.2351611583548067,1,1,2,0,1,0,3,0,0,0
1.1228855300319258,-0.9989772817017166,4,2,1,0,5,1,3,0,1,1
0.12837696001336896,0.7098297891457772,0,1,1,0,7,0,1,0,1,0
-0.042975798884512424,-0.2395074724361638,4,1,2,1,7,4,1,0,1,0
-0.1699359230341442,-0.9989772817017166,1,2,1,1,5,0,3,0,1,0
-0.28687759388335454,-1.473645912492687,2,2,1,0,5,0,3,0,1,0
0.8965098270653759,0.04529370603841849,1,0,1,0,7,0,1,0,1,0
-0.017866275144900565,-0.7141761032271343,1,2,1,0,7,0,4,1,1,0
-0.29376786437883007,-1.473645912492687,1,2,1,0,3,0,3,0,1,0
-0.04323762916334051,-0.3344411985943579,1,1,1,0,6,0,3,0,1,0
0.07334574762010512,0.04529370603841849,1,2,2,0,3,1,3,1,0,1
0.2161121522863577,0.04529370603841849,4,2,2,0,5,0,3,0,1,1
1.0794354842874572,-1.473645912492687,4,1,1,0,7,0,4,0,1,1
0.25745377525921076,-0.3344411985943579,4,1,1,0,2,1,3,0,0,1
0.055982265971506844,-0.9040435555435224,0,2,1,0,4,1,3,0,1,0
-0.2593165119014525,-0.3344411985943579,2,1,1,0,5,1,4,1,1,0
0.11964836534970055,-0.9040435555435224,1,1,1,0,6,1,3,0,1,0
-0.1576877782013869,-2.23311572175824,2,1,2,0,6,0,3,0,1,0
-0.34967965334141565,-2.23311572175824,0,2,1,0,3,0,1,0,1,0
-0.4114192330890744,-0.9040435555435224,4,2,1,0,3,2,3,0,1,0
1.9065711156463194,-0.8091098293853284,1,2,2,0,5,1,1,0,1,1
-0.34889002834263416,0.2351611583548067,2,1,2,0,3,1,4,1,1,0
0.0783067423768475,-0.8091098293853284,4,2,1,0,7,1,3,0,1,1
0.2105999358899773,-2.0432482694418517,4,1,2,0,5,0,1,0,1,0
0.5585585959114906,-0.429374924752552,1,2,1,0,7,0,3,0,1,0
-0.11462083149646679,-1.283778460176299,1,1,1,0,7,0,3,0,1,1
-0.23590337275782672,-0.9040435555435224,1,1,1,0,5,1,4,0,1,1
0.14448365632359253,-0.6192423770689403,1,1,1,0,7,1,4,0,1,1
0.18609537789986821,-1.9483145432836575,1,2,1,0,7,0,3,0,0,0
-0.34967965334141565,-2.138181995600046,4,2,1,0,5,0,3,0,1,0
-0.4109024628019137,0.04529370603841849,4,1,2,0,5,1,1,0,1,0
-0.3833413808200117,-1.0939110078599108,1,2,1,0,5,0,3,0,1,0
-0.24836098181364644,0.14022743219661257,4,1,1,0,7,1,3,0,1,0
-0.22486515942407495,-2.138181995600046,2,2,1,0,3,0,4,0,1,0
0.06452620138589647,-1.3787121863344929,1,1,1,0,5,0,1,0,1,0
0.422820267150623,-2.422983174074628,0,1,1,0,5,0,3,0,1,0
0.6119003139792638,-0.429374924752552,1,0,1,0,5,0,4,0,0,0
0.35552299522131375,0.3300948845130008,0,1,1,0,6,1,3,0,1,1
-0.25242624140597697,-0.3344411985943579,1,1,2,0,2,0,3,0,1,0
-0.3902316513154872,-0.1445737462779697,1,2,1,0,5,0,3,0,1,0
1.1130600043053778,-0.9989772817017166,4,1,1,0,5,0,3,0,1,1
-0.19937115859081556,-0.429374924752552,2,2,1,0,4,0,3,0,1,0
-0.27078192200592377,1.1844984199367476,4,1,2,0,5,1,3,0,1,0
0.6994646275439648,-0.1445737462779697,0,2,1,0,7,0,3,0,1,0
2.0489241040828436,-0.04964002011977561,0,2,1,0,7,0,3,1,0,0
0.2643440457546863,-1.3787121863344929,1,1,1,0,5,1,4,0,1,0
-0.29376786437883007,-2.0432482694418517,4,2,1,0,6,0,3,0,1,1
0.2620647442747832,0.519962336829389,0,2,1,0,7,1,1,0,1,0
0.20755857049327445,-1.3787121863344929,4,2,2,0,5,0,3,0,1,0
-0.25242624140597697,-0.3344411985943579,0,1,1,0,7,0,3,0,1,0
-0.1497612110233919,-0.6192423770689403,1,1,1,0,5,0,3,0,1,0
0.2221797244846734,-0.9040435555435224,4,2,1,0,3,1,3,1,1,1
-0.4105717298181309,-0.9040435555435224,2,1,2,0,3,0,3,0,1,0
-0.07029434334497375,-1.9483145432836575,1,2,1,0,5,0,4,0,1,0
-0.1187549937937521,-0.9989772817017166,1,2,1,0,5,0,3,0,0,0
-0.34753953532552095,-0.9989772817017166,1,1,1,0,7,1,3,0,1,0
-0.018157044559809647,-1.3787121863344929,4,1,1,0,5,1,3,0,1,0
-0.07603531672180393,-1.1888447340181048,4,1,1,0,7,0,4,0,1,1
-0.29376786437883007,-0.9989772817017166,1,0,1,0,2,1,3,0,1,0
-0.21876451392738094,0.14022743219661257,4,2,2,0,7,0,4,0,1,0
0.22493169852056635,-0.3344411985943579,4,1,1,0,7,1,4,0,1,1
-0.40125608410824803,-0.5243086509107461,1,2,1,0,7,0,3,0,1,0
-0.1327560234405583,-0.5243086509107461,1,1,1,0,1,0,3,1,1,1
-0.36267056933358516,-1.9483145432836575,4,2,1,0,5,0,3,0,0,0
0.9280148998788875,0.519962336829389,4,2,2,0,2,0,3,0,1,1
-0.306170351270686,-1.6635133648090752,4,1,1,0,2,0,3,0,1,1
0.3940533878320129,-0.9989772817017166,4,1,2,1,3,1,1,0,1,0
0.06934939073272933,-0.8091098293853284,4,2,1,0,3,0,3,0,1,0
-0.14631607577565414,-0.9040435555435224,4,2,2,0,5,0,1,0,1,0
-0.14624717307069937,-0.2395074724361638,1,1,2,0,5,1,3,0,1,1
0.47105216061895155,-0.5243086509107461,1,0,2,0,7,1,1,0,1,1
21.244735385542953,0.2351611583548067,0,2,2,0,7,1,1,1,1,1
-0.04351323998315953,-0.3344411985943579,4,1,2,0,2,0,3,0,1,0
0.11964836534970055,-1.283778460176299,0,1,2,0,5,0,3,0,0,0
0.6295283820148884,-0.5243086509107461,1,2,1,0,5,0,3,0,1,1
-0.3588120178561189,-0.9989772817017166,1,1,1,0,5,0,1,0,1,0
-0.15596245446931986,0.9946309676203594,4,1,2,1,7,1,3,0,1,0
-0.04709618064080679,0.42502861067119485,0,2,1,1,5,0,3,0,0,0
-0.29376786437883007,-0.2395074724361638,1,1,1,1,4,0,3,0,1,0
-0.4040121923064382,-0.5243086509107461,4,1,1,1,5,0,3,0,1,0
2.3927100162922974,-0.7141761032271343,1,1,1,0,5,1,3,0,1,1
-0.3833413808200117,-1.3787121863344929,0,2,1,0,5,1,3,0,1,0
0.18105307795127923,0.2351611583548067,1,1,2,0,3,1,3,0,1,1
-0.22486515942407495,-0.9989772817017166,1,2,1,0,5,1,1,0,1,1
0.04596932488748185,-0.6192423770689403,4,1,2,0,5,1,0,0,1,0
-0.34967965334141565,-1.8533808171254635,4,2,1,0,5,0,4,0,1,0
0.16098998832255362,-0.3344411985943579,1,2,1,0,7,1,3,0,1,1
0.6433089230058394,-1.9483145432836575,4,2,1,0,3,0,3,0,0,1
-0.3351094873516831,-0.7141761032271343,4,1,1,1,5,1,3,0,1,0
-0.14164447237972172,0.519962336829389,4,2,2,0,5,1,1,0,1,0
-0.24277986271231128,0.9946309676203594,1,2,1,0,5,1,3,0,1,0
-0.29376786437883007,0.42502861067119485,4,2,1,1,5,1,1,0,1,0
-0.3835963208283443,0.3300948845130008,1,1,1,0,4,0,3,0,1,0
0.39915907826916003,-1.1888447340181048,0,1,1,0,3,0,3,0,1,0
-0.26069456600054763,0.3300948845130008,4,2,1,0,2,0,3,0,1,1
-0.12840137248741781,0.2351611583548067,1,2,2,0,5,1,3,0,1,0
-0.41779273329738925,2.0389019553604943,4,2,1,0,5,1,1,0,0,0
-0.18283450940167434,0.7098297891457772,4,1,1,0,5,1,3,0,1,0
-0.07155664089974485,0.42502861067119485,2,1,1,0,5,0,1,0,0,0
-0.3815499104911881,-0.8091098293853284,1,1,1,0,5,0,1,0,1,0
-0.35578029883810963,-0.04964002011977561,1,2,1,1,6,1,3,0,1,0
-0.3695608398290607,0.3300948845130008,1,1,1,0,7,1,3,0,1,0
0.08951721247298614,-1.7584470909672694,4,1,1,0,1,0,1,1,1,1
3.743379424330181,0.3300948845130008,4,2,2,0,5,1,3,0,1,1
0.2946612359347785,-0.04964002011977561,4,1,2,0,7,1,3,1,1,1
-0.30754840536978106,0.3300948845130008,4,1,1,0,2,0,3,0,1,0
-0.15596245446931986,1.659167050727718,1,2,1,0,7,2,3,0,1,0
-0.33107592300363176,-0.9040435555435224,1,2,1,0,7,0,2,0,1,0
-0.36267056933358516,0.614896062987583,1,1,2,0,2,0,3,0,0,0
-0.31802161652290384,-0.3344411985943579,4,2,2,0,5,1,4,0,1,0
-0.3144386758652566,1.2794321460949418,4,1,1,0,2,0,3,0,1,0
0.25454608111012006,2.323703133835077,0,0,1,0,6,2,3,0,1,0
0.031321987868200014,-0.429374924752552,1,2,1,0,7,1,3,0,1,0
0.29394464780324897,-0.8091098293853284,4,1,1,0,2,1,4,1,1,1
-0.34889002834263416,-0.1445737462779697,0,1,1,0,7,1,3,0,1,0
-0.29376786437883007,-1.5685796386508812,3,1,1,0,5,0,4,0,1,0
0.39525918516872094,0.519962336829389,0,1,1,1,7,1,3,0,1,0
0.4145243814740704,0.14022743219661257,4,1,2,0,5,1,3,0,1,1
-0.29376786437883007,-0.9989772817017166,4,2,1,1,5,1,4,0,1,0
0.25745377525921076,-0.3344411985943579,1,0,2,0,5,0,4,0,1,0
-0.1510152402535684,-0.429374924752552,4,2,1,0,5,1,4,0,1,0
-0.020899372217008914,1.3743658722531358,0,1,1,0,7,1,1,0,1,0
-0.37355719671643645,-1.283778460176299,1,1,1,0,5,0,3,0,1,0
1.773313284263823,2.9882392169424357,0,2,1,0,5,1,3,0,1,0
-0.29376786437883007,-1.3787121863344929,1,1,2,0,5,1,3,0,1,0
-0.005166128567640124,-0.8091098293853284,4,2,1,0,5,0,3,0,1,1
0.18855107030445567,-0.8091098293853284,4,1,1,1,5,0,3,1,0,1
-0.10152931755506332,1.0895646937785535,1,2,1,0,5,0,3,0,1,0
0.6879440952755297,0.614896062987583,4,2,2,0,5,0,3,1,1,1
-0.3213289463607321,1.2794321460949418,1,1,1,0,5,0,1,0,1,0
-0.25242624140597697,-0.3344411985943579,2,2,1,1,4,0,2,0,1,0
-0.36267056933358516,1.2794321460949418,1,2,2,0,5,2,3,0,1,0
-0.3628221552844856,0.8047635153039713,0,1,1,1,7,0,3,0,1,0
0.005683291354535555,0.2351611583548067,0,0,1,1,7,1,3,0,1,0
-0.29376786437883007,0.9946309676203594,1,1,2,0,5,1,4,0,1,0
0.08850434271015124,0.3300948845130008,4,2,1,0,5,0,3,0,1,1
-0.07410604098307079,0.519962336829389,4,2,1,0,1,0,3,0,1,0
-0.34889002834263416,1.0895646937785535,1,0,1,0,5,2,3,0,1,0
-0.2649183018142741,-0.1445737462779697,1,1,2,0,5,1,3,0,1,0
-0.3902316513154872,-0.429374924752552,0,2,1,0,7,1,3,0,1,0
-0.4109024628019137,-0.2395074724361638,4,2,1,1,6,0,3,0,1,0
0.18530161873878942,0.2351611583548067,0,1,1,1,7,0,4,0,1,0
-0.37645111032453615,0.3300948845130008,4,2,2,0,2,0,3,0,1,0
-0.37645111032453615,-0.3344411985943579,4,1,1,1,2,0,3,0,1,0
1.4828194801745755,-0.7141761032271343,0,1,1,0,7,1,1,0,1,0
-0.03012268830225241,1.5642333245695241,4,1,1,0,5,1,1,0,0,1
3.964067898029766,-1.6635133648090752,0,1,1,0,5,0,3,0,1,0
-0.05949866753266271,1.659167050727718,4,1,1,0,5,1,1,0,1,0
-0.41503662509919903,1.46929959841133,0,1,1,0,5,1,3,0,1,0
-0.3497168608020912,-0.7141761032271343,0,2,1,0,3,0,3,0,1,0
0.14252406339467924,1.0895646937785535,4,1,2,1,7,1,1,0,1,0
-0.267786032394491,-0.5243086509107461,4,2,1,0,5,0,3,0,1,0
-0.13470321388257972,0.519962336829389,4,2,1,0,7,0,3,0,1,0
-0.15596245446931986,-0.5243086509107461,1,1,1,0,5,1,1,0,1,1
0.11964836534970055,1.2794321460949418,0,1,2,0,7,1,3,0,1,0
-0.36887181277951314,-0.7141761032271343,1,1,1,0,2,0,3,0,1,0
-0.15596245446931986,-0.7141761032271343,1,2,1,0,5,0,3,0,1,0
0.11964836534970055,1.9439682292023004,1,2,2,0,5,1,3,0,1,0
-0.3792072185227264,-0.429374924752552,4,2,1,0,7,0,3,0,1,0
-0.3819633267209166,-0.9989772817017166,2,1,2,0,3,0,3,0,1,0
0.4312952998600579,-0.6192423770689403,0,2,2,0,5,0,3,0,1,0
-0.41903298198657485,0.14022743219661257,1,1,1,0,2,1,3,0,1,0
-0.4109024628019137,-1.5685796386508812,1,2,1,0,2,0,3,0,1,0
-0.15596245446931986,-1.1888447340181048,4,2,1,0,7,0,3,0,1,1
-0.13378956401487965,-0.8091098293853284,1,1,2,0,7,0,5,0,1,0
1.704410579309068,0.519962336829389,0,2,2,0,7,1,1,0,1,0
0.1086101520159488,-0.5243086509107461,4,1,2,0,7,1,3,0,1,0
-0.15665974984346195,-1.283778460176299,4,2,1,0,5,1,3,0,1,0
-0.05949866753266271,-1.6635133648090752,1,1,1,0,5,0,4,0,1,0
-0.3984999759100578,0.14022743219661257,4,2,1,0,7,2,1,0,1,0
0.16030096127300605,0.2351611583548067,0,1,2,0,7,0,1,0,1,0
-0.01898387701926671,-0.6192423770689403,1,1,1,0,2,0,3,0,1,1
0.4377528613684176,-1.7584470909672694,4,2,1,0,7,0,3,0,1,0
-0.31181348280648047,0.614896062987583,4,2,2,1,3,0,3,0,1,0
-0.05949866753266271,-1.0939110078599108,3,1,1,1,1,0,3,0,1,0
0.1127443143132341,-1.1888447340181048,1,1,1,0,5,1,3,0,1,0
-0.3984999759100578,0.9946309676203594,0,1,2,0,7,1,3,0,1,0
-0.3791824135489427,1.8490345030441064,1,1,1,0,7,0,1,0,1,0
-0.1904138069466974,-0.2395074724361638,4,2,2,1,7,2,1,0,1,0
-0.34889002834263416,-1.3787121863344929,1,2,1,1,5,0,4,0,1,0
18.50128048009062,-1.3787121863344929,0,1,1,1,7,0,4,0,1,1
-0.37645111032453615,0.04529370603841849,0,1,1,1,4,0,3,0,1,0
-0.27227022043294646,-0.429374924752552,1,2,1,0,5,0,3,0,1,0
-0.37645111032453615,2.1338356815186885,4,1,2,0,2,2,3,0,1,0
-0.0015680293149027947,0.8996972414621653,4,2,2,0,2,0,1,0,1,0
-0.3282192168562076,-2.138181995600046,4,1,1,1,5,0,1,0,1,0
0.0224803927684058,0.8047635153039713,1,1,2,0,1,1,3,0,1,0
-0.10857117400143929,-2.138181995600046,1,1,1,1,3,0,3,0,1,0
-0.018157044559809647,-0.5243086509107461,0,1,1,0,3,0,5,0,1,0
6.272659917809332,-2.0432482694418517,0,1,1,0,6,0,1,0,1,0
0.015949794392794127,-1.473645912492687,0,1,1,0,5,1,1,0,1,0
-0.08079649363417754,-0.2395074724361638,4,2,1,1,7,2,3,0,1,0
0.35438472253546116,1.2794321460949418,0,2,2,1,7,1,3,0,1,0
-0.07777166488666375,-2.422983174074628,4,1,1,0,5,0,1,0,1,1
-0.07603531672180393,-2.138181995600046,4,1,1,0,2,0,3,0,1,0
1.5727058148962518,0.2351611583548067,1,2,1,0,7,0,3,0,1,0
-0.059497289478563586,-0.9989772817017166,1,2,2,0,1,1,3,0,0,0
-0.387475543117297,0.9946309676203594,0,1,2,0,7,1,3,0,1,0
-0.33028629800485027,1.1844984199367476,0,1,2,0,5,1,1,0,1,0
-0.36267056933358516,1.7541007768859123,1,2,1,0,2,1,3,0,0,0
-0.24374450058167785,0.2351611583548067,2,1,2,0,2,2,3,0,1,0
-0.37645111032453615,-0.04964002011977561,0,1,1,1,3,0,3,0,1,0
-0.23726764631593086,0.3300948845130008,4,2,1,1,7,0,1,0,1,0
0.0783067423768475,-0.2395074724361638,1,1,1,1,5,0,1,0,1,0
-0.26069456600054763,-1.7584470909672694,2,2,1,0,5,0,3,0,1,0
-0.34967965334141565,-0.1445737462779697,4,2,2,0,7,0,3,0,1,0
-0.08843780361365985,0.14022743219661257,1,1,2,1,1,0,3,0,0,0
2.1971476029815125,1.8490345030441064,0,2,1,0,5,1,1,0,1,0
-0.018184605641791526,-1.473645912492687,0,1,1,0,6,0,1,0,1,0
12.266168598569198,-1.0939110078599108,1,2,1,0,5,0,1,1,1,0
0.5454670819700871,-0.1445737462779697,4,0,2,0,5,1,3,0,1,0
-0.36267056933358516,2.323703133835077,4,1,2,0,1,1,3,0,1,0
-0.35636597183022506,-0.7141761032271343,4,1,1,0,5,1,3,0,1,0
-0.3575345617062577,1.659167050727718,1,2,1,0,5,0,3,0,0,0
-0.266206782396928,-0.04964002011977561,4,2,2,0,2,0,3,1,1,0
-0.2669964073957095,2.8933054907842415,4,2,2,0,2,1,3,0,1,0
-0.28687759388335454,-0.9989772817017166,3,2,1,1,7,1,1,0,1,0
-0.30796182159950963,-2.3280494479164338,4,1,1,1,5,0,3,0,1,0
-0.34889002834263416,1.8490345030441064,4,2,1,0,3,1,3,0,1,0
-0.22656292207416012,0.3300948845130008,4,2,1,1,5,1,3,0,0,0
-0.33871998909131235,0.3300948845130008,1,2,1,1,3,4,3,0,1,0
-0.15596245446931986,0.3300948845130008,4,2,1,1,7,1,3,0,1,0
-0.41882627387171056,0.519962336829389,2,1,2,1,7,2,3,0,1,0
-0.36652912081105143,-0.2395074724361638,1,2,1,1,5,0,3,0,0,0
-0.22486515942407495,2.1338356815186885,4,1,1,1,7,0,3,0,0,0
-0.41503662509919903,-0.5243086509107461,4,2,1,1,5,0,3,0,1,0
0.3456492376012973,1.46929959841133,4,2,2,1,2,0,1,0,1,1
-0.3902316513154872,1.7541007768859123,4,1,1,1,5,1,3,0,1,0
-0.29376786437883007,1.8490345030441064,0,1,1,1,7,4,3,0,1,0
-0.266206782396928,-0.429374924752552,4,2,2,1,5,0,1,0,1,0
-0.1973040774421729,0.8047635153039713,1,2,1,1,5,0,3,0,1,0
-0.3578887216097252,0.9946309676203594,4,1,1,0,2,1,3,0,1,0
-0.17782390469736456,0.2351611583548067,1,2,1,0,3,0,3,0,1,0
0.8354468718803723,1.3743658722531358,1,2,1,0,7,0,3,0,1,0
-0.4040121923064382,-0.6192423770689403,4,1,2,0,7,2,3,0,1,0
-0.018432655379628668,1.2794321460949418,0,1,2,0,7,2,1,0,1,0
-0.4230293388739506,0.04529370603841849,1,1,1,0,7,0,3,0,1,0
1.6355078743543128,-0.1445737462779697,1,1,1,0,3,1,4,0,1,0
-0.3242848724032911,2.5135705861514652,0,2,1,1,5,0,1,0,0,0
-0.29376786437883007,0.14022743219661257,1,1,1,1,5,1,3,0,1,0
-0.38127429967136905,-0.2395074724361638,1,1,2,1,7,1,3,0,1,1
0.11827031125060546,-2.0432482694418517,0,1,1,1,5,0,1,0,0,0
0.7051463445945338,0.2351611583548067,1,1,2,1,3,0,3,0,1,0
-0.4009873635589245,0.3300948845130008,4,1,2,1,3,1,1,0,0,1
0.1946145083404741,0.2351611583548067,4,2,2,1,5,0,3,0,1,0
0.9454100767717649,0.3300948845130008,0,1,2,1,7,0,3,0,1,0
0.5537354065646577,-0.6192423770689403,4,1,1,1,5,0,1,0,1,0
0.3122176451572501,-1.283778460176299,4,1,2,1,5,1,3,0,0,0
0.9464808248067619,-1.9483145432836575,2,2,1,1,5,0,3,0,1,0
-0.37645111032453615,0.614896062987583,4,1,1,0,3,0,3,0,1,1
-0.35302419063991947,0.04529370603841849,4,2,1,0,5,1,3,0,1,0
-0.3185728381625419,0.04529370603841849,4,2,1,0,5,0,3,0,1,1
-0.34967965334141565,-0.04964002011977561,4,2,1,0,2,0,3,0,1,0
