Valor_Total_Declarado,Idade_Posse,Municipio,Partido,UF_Nascimento,Genero,Grau_Instrucao,Estado_Civil,Declar_Racial,Reeleicao,Declar_Bens,Situacao
0.2213570261875137,-0.2395074724361638,1,2,2,1,7,1,3,0,0,1
-0.266206782396928,0.614896062987583,4,2,2,1,5,0,3,0,1,0
-0.18352353645122188,0.04529370603841849,4,2,2,1,7,0,3,0,1,0
-0.3413107307976111,0.614896062987583,1,1,1,1,7,1,5,0,1,0
-0.37645111032453615,1.5642333245695241,2,1,2,1,7,2,1,0,1,0
-0.36267056933358516,-1.8533808171254635,1,2,1,1,5,1,3,0,1,0
-0.35578029883810963,0.14022743219661257,4,2,1,1,7,1,1,0,1,0
-0.3479253904732676,1.659167050727718,1,1,1,1,2,1,3,0,0,0
-0.10913617618206826,0.04529370603841849,4,2,1,0,5,1,3,0,1,1
-0.29376786437883007,-0.2395074724361638,1,2,2,0,3,0,1,0,0,1
-0.14959860063969865,-0.1445737462779697,4,2,1,0,7,1,3,0,1,0
-0.34889002834263416,-0.5243086509107461,4,2,1,0,2,0,1,0,1,0
0.01763102039369019,-1.473645912492687,4,2,1,0,2,0,4,0,1,0
1.0938678448672803,-0.5243086509107461,4,1,2,0,5,1,3,0,1,0
0.04371758448956043,0.2351611583548067,1,2,1,0,5,0,3,0,1,1
0.050559623091567626,0.8047635153039713,1,1,1,0,7,1,1,0,1,1
3.7232598344833923,-0.3344411985943579,0,1,1,0,5,1,3,0,1,1
-0.36267056933358516,-0.9989772817017166,4,2,1,0,7,0,5,0,1,1
-0.09652009090485257,-0.1445737462779697,0,1,2,0,4,0,4,0,1,0
-0.07603531672180393,-0.9040435555435224,2,2,1,0,7,0,1,0,1,0
-0.4237252561939937,-0.3344411985943579,4,1,1,0,3,1,3,0,1,0
-0.4205488414955794,-0.429374924752552,4,1,2,0,5,1,4,0,1,0
-0.22486515942407495,0.04529370603841849,1,1,1,0,5,0,3,0,0,0
-0.25242624140597697,-0.9989772817017166,1,2,1,0,2,1,3,0,1,1
-0.266206782396928,-1.0939110078599108,4,1,1,1,5,0,3,0,1,0
0.39525918516872094,-1.0939110078599108,1,0,1,0,5,1,1,0,1,0
0.10104463501191668,-0.429374924752552,1,1,1,0,7,1,1,0,1,0
-0.09477685246949732,-0.429374924752552,4,1,2,0,5,0,1,0,1,0
0.04894040952513088,0.3300948845130008,0,2,1,0,5,0,3,0,1,0
-0.37645111032453615,-0.5243086509107461,2,2,1,0,5,1,3,0,0,0
6.45869722118717,-0.3344411985943579,1,2,2,0,5,0,1,1,1,1
0.1998511139170355,-0.429374924752552,4,2,1,0,4,2,3,0,1,0
-0.3847194349191068,-0.2395074724361638,1,1,1,0,3,0,3,0,1,0
-0.018157044559809647,-0.8091098293853284,4,1,1,0,5,0,3,0,1,0
0.2967145365424302,0.519962336829389,2,2,2,0,3,0,3,0,1,0
0.08902524715960923,0.7098297891457772,0,1,1,0,7,0,3,0,1,0
-0.29376786437883007,-0.6192423770689403,4,1,1,0,3,0,4,0,1,0
0.6501991935013146,0.2351611583548067,1,0,2,0,5,0,4,0,1,0
0.7517342195226422,-0.2395074724361638,4,2,1,0,5,0,3,0,1,0
-0.164919806113438,-0.9040435555435224,4,2,1,0,5,0,3,0,0,1
-0.29343713139504723,0.7098297891457772,4,1,1,0,5,0,3,0,1,0
0.5744062180510843,-1.1888447340181048,0,1,2,0,5,1,3,0,0,0
0.8086754148972516,0.3300948845130008,0,1,2,0,5,0,4,0,1,0
-0.29376786437883007,1.0895646937785535,0,1,1,0,7,1,4,0,1,0
-0.29376786437883007,-0.5243086509107461,2,1,2,0,2,0,1,0,1,0
-0.3344466433300184,1.46929959841133,1,2,1,0,7,0,1,0,1,0
-0.3819564364504211,0.14022743219661257,4,2,1,0,5,0,3,0,1,0
-0.3282192168562076,-0.429374924752552,4,1,1,0,5,1,1,0,1,1
-0.34889002834263416,1.2794321460949418,1,2,2,0,2,0,3,0,1,0
-0.4109024628019137,-0.8091098293853284,4,1,1,0,3,0,3,0,1,0
-0.018157044559809647,-0.5243086509107461,2,1,1,0,2,0,4,0,1,0
-0.4246830037928648,0.2351611583548067,4,0,1,0,5,0,3,0,1,0
-0.12724105093597973,-0.3344411985943579,1,2,2,0,7,0,1,0,1,0
-0.43019522018924516,0.614896062987583,4,2,2,0,5,2,3,0,1,0
-0.11448302608655728,-1.7584470909672694,4,1,1,0,5,0,3,0,1,0
-0.42192689559467456,1.3743658722531358,4,1,2,0,6,1,1,0,0,0
-0.36267056933358516,-0.6192423770689403,2,2,1,0,2,0,3,0,1,0
-0.1215111019919423,-0.1445737462779697,4,2,1,0,5,0,3,0,1,0
-0.3330424062030405,-0.7141761032271343,4,1,2,0,5,1,4,0,0,0
0.10221598099614751,1.5642333245695241,4,1,2,0,5,1,1,0,1,1
-0.260106136900234,1.659167050727718,1,2,1,0,3,1,4,0,1,0
-0.2593165119014525,1.3743658722531358,4,1,1,0,5,0,3,0,0,0
-0.12565904483021856,-0.1445737462779697,0,1,1,0,2,0,1,0,1,0
-0.18684464683004107,-0.6192423770689403,2,2,2,0,5,0,3,1,1,1
-0.34967965334141565,0.04529370603841849,1,2,1,0,3,0,3,0,1,0
-0.15596245446931986,-0.5243086509107461,3,1,2,0,2,1,3,0,1,0
-0.29376786437883007,1.2794321460949418,1,1,1,0,1,1,3,0,0,0
-0.3819633267209166,0.42502861067119485,4,1,1,0,5,1,3,0,1,0
-0.15961429783192188,-1.3787121863344929,0,2,1,0,5,0,1,0,1,0
-0.37645111032453615,-0.429374924752552,4,1,1,0,5,0,3,0,1,0
-0.22624321352317006,0.8996972414621653,1,1,1,0,7,1,5,0,1,0
-0.018157044559809647,-1.473645912492687,4,1,1,0,1,1,3,1,1,0
-0.31168256766706637,-0.04964002011977561,1,1,1,0,7,0,3,0,1,0
-0.3833413808200117,-0.3344411985943579,4,1,2,0,7,1,3,0,0,0
-0.29376786437883007,0.519962336829389,0,1,1,0,5,0,1,0,1,0
-0.10361017924469691,-0.7141761032271343,4,1,2,0,3,1,3,0,1,1
-0.28124135261805555,-0.04964002011977561,4,1,2,0,4,0,3,0,1,0
0.39235838129012574,-0.04964002011977561,1,1,1,0,5,0,3,0,1,0
0.3745745931413034,0.519962336829389,4,2,2,0,7,1,3,0,1,1
0.7431172472410004,0.614896062987583,0,2,1,0,7,1,3,1,1,0
-0.005166128567640124,-0.9989772817017166,1,2,1,0,5,1,3,0,1,0
-0.29376786437883007,-0.1445737462779697,4,2,1,0,3,1,3,0,1,0
0.5330645950782311,0.04529370603841849,0,1,2,1,5,0,3,0,1,0
0.03946766564795112,-0.1445737462779697,4,0,1,0,3,0,3,0,1,0
-0.15596245446931986,-0.8091098293853284,4,2,1,0,7,1,3,0,1,0
-0.15596245446931986,-0.8091098293853284,3,1,1,0,5,1,3,0,1,0
-0.3344466433300184,-1.0939110078599108,1,2,1,0,5,0,4,0,1,0
-0.0822365601677319,-0.04964002011977561,0,1,1,0,7,0,3,0,1,0
0.22353986388048025,-1.5685796386508812,1,2,1,0,5,0,3,0,0,1
-0.21659683482950434,-0.5243086509107461,1,2,1,0,7,0,3,0,0,0
-0.24140180861321617,-1.6635133648090752,4,1,1,0,7,0,3,0,1,0
-0.29376786437883007,-0.2395074724361638,1,2,1,0,5,2,3,0,1,0
-0.21907733220787554,-0.9989772817017166,2,2,1,0,5,0,3,0,1,1
0.18303885390807526,-1.283778460176299,4,2,1,0,5,0,3,0,1,0
-0.35164613654082433,0.04529370603841849,4,2,1,0,5,0,3,0,1,0
0.9519930412031422,1.1844984199367476,4,1,1,0,3,0,3,0,0,0
-0.018157044559809647,-0.1445737462779697,4,2,1,0,7,0,3,0,1,0
-0.33579851440123065,-1.1888447340181048,4,1,1,0,2,0,5,0,1,0
0.050745660394945456,-0.3344411985943579,4,1,2,0,5,1,1,0,1,0
-0.3902316513154872,-0.7141761032271343,4,1,1,0,7,0,1,0,1,0
0.6380888540784673,0.04529370603841849,1,2,1,0,6,1,1,0,0,1
-0.17249910365846108,0.3300948845130008,4,2,2,0,7,0,1,1,1,0
0.07141647188137198,-0.7141761032271343,0,1,1,0,7,1,3,0,1,0
3.0135619734494155,-0.9989772817017166,1,2,2,0,6,1,1,1,1,0
-0.19937115859081556,-1.0939110078599108,1,1,1,0,7,0,1,0,1,1
-0.31512770291480413,-0.6192423770689403,1,1,1,0,7,1,3,0,1,0
-0.36267056933358516,0.42502861067119485,2,2,1,0,2,0,3,1,1,0
-0.02036193111836181,-0.8091098293853284,1,2,1,0,5,0,3,0,0,0
-0.29376786437883007,0.14022743219661257,0,1,1,0,5,0,3,0,0,0
-0.29376786437883007,-0.1445737462779697,0,2,1,0,5,0,3,0,1,0
-0.0016203953706684236,0.3300948845130008,4,2,1,0,3,0,3,0,1,0
-0.37645111032453615,-0.429374924752552,4,2,1,0,5,1,3,0,0,0
-0.25848967944199547,-0.5243086509107461,0,1,1,0,7,1,3,0,0,0
-0.01264482816342924,-1.6635133648090752,1,2,1,0,7,1,3,0,1,0
0.27035098357264187,0.3300948845130008,0,1,1,0,3,0,3,0,1,0
1.218233093148316,-0.2395074724361638,1,2,1,0,3,1,1,1,1,1
-0.22882706495897337,-0.8091098293853284,0,1,1,0,7,1,3,0,1,0
-0.1931699151448876,-0.429374924752552,4,1,1,0,7,1,3,0,1,0
0.11964836534970055,-0.6192423770689403,1,1,1,0,7,0,3,0,1,1
-0.3902316513154872,-1.1888447340181048,4,2,1,0,4,0,4,1,1,1
0.5565052953038389,-1.3787121863344929,1,1,1,0,7,1,1,1,1,1
1.8077646367412006,-1.6635133648090752,0,1,1,0,5,0,4,0,1,0
-0.18352353645122188,-1.0939110078599108,4,1,1,0,7,0,3,0,1,1
-0.09768316856448891,-0.9989772817017166,4,2,1,0,7,0,3,0,1,1
0.16278283670547639,-0.1445737462779697,1,2,1,0,6,1,3,0,1,0
-0.08431742185736549,-0.8091098293853284,0,1,1,0,7,0,3,0,1,0
0.18855107030445567,-0.5243086509107461,1,1,1,0,5,1,1,0,1,1
-0.07327920852361373,-1.0939110078599108,4,2,1,0,7,0,3,0,1,1
-0.35102601219623153,-0.429374924752552,1,1,1,0,7,0,3,0,1,0
-0.41779273329738925,-1.9483145432836575,4,2,1,0,2,0,3,0,1,0
-0.266206782396928,0.2351611583548067,4,1,2,0,7,1,1,1,1,1
-0.3737087826673369,0.42502861067119485,0,2,2,0,5,0,4,0,1,0
-0.3171947840634468,-0.9989772817017166,1,2,1,0,5,0,1,0,1,0
0.4007714015651014,-0.9989772817017166,4,2,2,0,4,0,3,0,1,0
0.5766111046096365,-1.283778460176299,1,1,2,0,7,0,1,0,1,0
0.25745377525921076,-0.5243086509107461,0,0,1,0,5,2,3,0,1,0
-0.0925030632059904,-1.3787121863344929,0,1,1,0,7,0,3,0,1,0
-0.29652397257702023,0.42502861067119485,4,2,2,0,1,1,1,0,1,0
-0.018157044559809647,0.519962336829389,0,1,1,0,5,0,3,0,0,0
0.04936760629585035,0.04529370603841849,0,1,1,0,6,0,4,0,1,0
-0.21384072663131415,0.9946309676203594,1,1,2,0,3,1,3,0,1,0
-0.279987323387879,-0.5243086509107461,4,1,1,0,5,1,3,0,1,0
-0.3527554700905959,-0.8091098293853284,1,1,1,0,7,1,3,0,1,0
-0.36268710598277426,-0.6192423770689403,4,1,1,0,5,1,1,0,1,0
-0.3006581348743056,-0.3344411985943579,1,2,1,0,5,0,3,0,1,0
-0.4109024628019137,-0.8091098293853284,4,1,1,0,5,0,3,0,1,0
-0.21031290813763068,-0.1445737462779697,1,0,2,0,7,2,1,0,1,0
-0.29376786437883007,1.3743658722531358,4,1,2,0,5,1,3,0,1,0
-0.18352353645122188,-1.0939110078599108,1,1,1,0,5,0,3,0,1,1
0.16558304263483745,-0.04964002011977561,1,2,1,0,5,1,3,0,1,1
-0.32877043849584564,-1.0939110078599108,1,1,1,0,7,0,3,0,1,1
-0.2193805041096764,-1.7584470909672694,2,2,1,0,5,0,3,0,1,0
-0.3144386758652566,0.519962336829389,1,2,1,0,7,1,3,0,0,0
0.4641618901234761,0.42502861067119485,0,1,1,0,7,0,4,0,1,0
-0.0015680293149027947,-0.9989772817017166,4,2,1,0,5,0,1,0,1,0
0.2959014846239641,-1.0939110078599108,4,1,2,0,7,1,1,0,1,0
-0.35302419063991947,-0.8091098293853284,4,1,1,0,5,1,3,0,1,1
0.22992852268388508,-1.1888447340181048,4,2,1,0,2,0,3,0,1,1
-0.3351094873516831,-1.473645912492687,1,2,1,0,7,0,3,0,1,0
-0.3282192168562076,-1.283778460176299,4,1,1,0,5,0,3,0,1,0
-0.3902316513154872,-0.9040435555435224,2,1,1,0,6,0,1,0,1,0
-0.27134692418655276,-0.7141761032271343,0,2,1,0,5,0,4,0,0,0
-0.35233516359037187,-0.429374924752552,4,2,1,0,2,0,3,0,1,0
-0.36267056933358516,-0.8091098293853284,0,1,1,0,5,0,3,0,1,0
-0.36267056933358516,-0.6192423770689403,4,2,1,0,2,0,4,0,0,0
-0.3358991123504646,-1.9483145432836575,4,2,1,0,5,0,1,0,1,0
-0.4040121923064382,0.42502861067119485,4,1,1,0,2,0,3,0,1,0
0.33422516911979894,0.614896062987583,1,1,1,0,7,0,1,0,1,1
0.5744062180510843,-1.6635133648090752,0,0,1,0,5,0,3,0,0,0
-0.2855684424892142,-0.2395074724361638,0,1,1,0,5,0,3,0,1,0
-0.37645111032453615,0.2351611583548067,1,2,1,0,3,1,3,1,1,0
-0.3006581348743056,-0.1445737462779697,1,1,1,0,5,1,3,0,0,0
-0.41779273329738925,-0.1445737462779697,1,1,2,0,7,0,4,0,1,0
-0.03193758555076067,0.614896062987583,4,1,1,0,5,1,3,0,1,0
-0.34967965334141565,0.42502861067119485,1,2,1,0,7,0,1,0,0,0
-0.3998780300091529,1.659167050727718,0,1,1,0,3,1,5,0,1,0
11.970086785108121,0.519962336829389,0,1,1,0,5,0,3,0,0,0
-0.36267056933358516,0.519962336829389,4,2,1,0,3,2,3,0,1,0
-0.3006581348743056,0.8047635153039713,0,2,1,0,7,0,3,0,1,0
5.080643122092068,-1.7584470909672694,1,0,1,0,5,0,3,0,1,0
-0.018157044559809647,-1.283778460176299,4,1,1,0,5,0,3,0,1,0
-0.22486515942407495,1.46929959841133,4,2,1,0,6,1,3,0,1,0
-0.018157044559809647,-0.429374924752552,2,1,1,0,5,0,3,0,0,1
-0.3406217037480635,-0.3344411985943579,4,1,1,0,7,0,3,0,1,0
-0.25529948420259024,1.3743658722531358,4,1,1,0,7,1,3,0,1,0
-0.279987323387879,-0.429374924752552,1,2,1,0,4,0,3,0,1,0
-0.34199975784715864,-0.1445737462779697,4,1,1,0,7,0,3,0,1,0
0.341790686123831,0.2351611583548067,0,2,1,0,7,1,1,0,1,0
0.9492851648984204,-0.04964002011977561,1,1,1,0,7,1,3,0,1,0
-0.29073338925262265,-0.9989772817017166,4,1,2,0,5,0,3,0,1,0
-0.23169341748509117,-0.429374924752552,1,2,1,0,7,1,1,0,1,0
0.4062560568794998,-0.8091098293853284,0,1,1,0,7,1,3,0,1,0
-0.2400788766780849,0.614896062987583,2,2,1,0,5,0,3,0,1,0
-0.3213289463607321,0.3300948845130008,0,2,1,0,3,1,3,0,0,0
5.769670171639619,-1.473645912492687,0,2,1,1,3,1,3,0,0,0
-0.15596245446931986,-0.9989772817017166,0,1,1,1,5,0,1,0,1,0
-0.15596245446931986,-1.3787121863344929,2,2,1,1,5,0,3,0,1,0
-0.3351094873516831,-0.3344411985943579,4,1,1,1,6,1,1,0,0,0
-0.21659683482950434,0.519962336829389,1,2,2,1,5,1,3,0,0,0
0.6708700049877414,-0.3344411985943579,0,1,1,1,7,1,3,0,1,0
-0.2634506741987378,-0.6192423770689403,4,1,1,1,7,1,3,0,1,1
0.30460527431384876,-0.5243086509107461,0,1,1,1,7,0,3,0,1,0
-0.013699039549237006,-0.429374924752552,0,1,1,1,7,2,3,0,1,0
0.9464808248067619,-1.283778460176299,4,1,1,1,6,0,1,0,1,1
-0.2593165119014525,-0.7141761032271343,4,1,1,0,7,1,1,0,1,0
-0.35434023230455525,-1.1888447340181048,1,1,1,1,7,0,3,0,1,0
-0.24005131559610296,0.14022743219661257,1,1,1,0,7,0,3,0,1,0
-0.29376786437883007,-1.0939110078599108,3,1,1,0,5,1,1,0,1,1
-0.1862796446494121,-0.3344411985943579,4,2,1,0,7,1,3,0,1,0
-0.2889446750319972,0.42502861067119485,0,1,2,0,5,1,3,0,0,0
-0.2866019830635355,0.2351611583548067,4,1,1,0,3,0,3,0,1,1
-0.15596245446931986,-0.5243086509107461,1,1,1,0,5,1,3,0,1,0
-0.4109024628019137,-0.04964002011977561,4,1,2,1,2,0,3,0,1,0
-0.3760652551767895,-1.283778460176299,4,1,1,1,7,0,4,0,1,0
-0.07327920852361373,0.8047635153039713,2,1,2,1,5,1,3,0,1,0
-0.31042853843688983,0.8996972414621653,0,2,1,1,5,2,3,0,1,0
-0.3077413329436544,1.3743658722531358,4,2,1,1,3,1,0,0,1,0
-0.3155962413084965,0.04529370603841849,1,2,1,1,4,1,1,0,0,0
-0.17171223476787778,0.8047635153039713,0,1,1,1,7,2,5,0,1,0
0.7177238443569754,-0.429374924752552,1,1,1,1,7,1,1,0,1,0
-0.23588959221683578,0.42502861067119485,1,1,1,0,5,1,3,0,1,0
-0.41779273329738925,-1.3787121863344929,1,2,2,0,5,0,3,0,1,0
0.9182651671277896,1.2794321460949418,0,1,1,0,1,1,3,0,1,0
0.25745377525921076,-0.8091098293853284,4,1,1,1,7,2,1,0,1,0
-0.29652397257702023,0.2351611583548067,0,2,1,1,7,0,3,0,1,0
-0.29376786437883007,0.8996972414621653,1,2,1,0,4,1,3,0,1,0
0.4593387007766432,-1.9483145432836575,1,1,1,0,5,0,3,0,1,0
0.11964836534970055,-0.6192423770689403,4,2,1,0,7,1,3,0,1,0
0.2767465326465422,0.519962336829389,1,2,2,0,2,1,3,0,1,0
6.318604241473162,0.7098297891457772,0,2,2,0,7,2,1,1,1,0
1.031527433532416,-1.473645912492687,1,1,1,0,6,0,1,0,0,0
-0.30754840536978106,0.42502861067119485,4,2,2,0,5,1,1,0,1,0
0.15648788558080992,-1.8533808171254635,0,1,1,0,5,0,4,0,1,0
-0.29376786437883007,-0.3344411985943579,1,2,1,0,7,0,3,0,0,0
0.3009520528971476,0.614896062987583,1,1,2,0,5,1,3,0,1,0
-0.29376786437883007,-0.429374924752552,4,2,1,1,5,0,3,0,1,0
-0.26620678239692797,-0.8091098293853284,2,1,1,0,5,1,3,0,1,0
-0.3323533791534929,-0.7141761032271343,1,1,1,0,4,1,3,0,1,0
-0.36267056933358516,-0.9040435555435224,0,1,1,0,7,1,1,0,0,0
0.5924490803705362,1.3743658722531358,1,1,1,0,2,0,4,0,1,1
-0.23051518123036488,1.3743658722531358,4,1,1,0,5,0,3,0,1,1
-0.25242624140597697,-1.7584470909672694,1,2,1,0,5,0,3,0,0,0
0.13486897287420593,-0.6192423770689403,1,2,1,0,5,0,4,0,0,0
-0.29376786437883007,-0.2395074724361638,0,1,1,0,6,0,3,0,1,0
-0.36267056933358516,-0.429374924752552,1,2,2,0,5,0,3,0,1,0
0.39525918516872094,0.14022743219661257,0,1,1,0,7,2,3,0,1,0
-0.35578029883810963,0.2351611583548067,1,1,1,0,3,0,3,0,1,0
-0.3929877595136774,-1.0939110078599108,4,1,1,0,5,0,3,0,1,0
-0.36680473163087046,0.14022743219661257,1,1,2,0,4,0,1,0,1,0
-0.010577747014786587,-0.1445737462779697,1,2,1,0,7,1,3,0,1,0
-0.3130606217661615,-1.5685796386508812,2,2,1,0,7,0,5,0,1,1
-0.279987323387879,0.14022743219661257,4,1,1,1,7,1,3,0,1,0
-0.29376786437883007,0.519962336829389,4,1,1,1,5,1,3,0,1,0
-0.4143475980496515,1.7541007768859123,2,2,1,1,5,0,1,0,0,0
0.5199193370269628,-0.2395074724361638,4,1,2,0,3,1,1,0,1,1
0.5123662225098228,0.2351611583548067,1,1,2,0,2,0,3,0,1,1
0.8643322638515045,-0.2395074724361638,0,1,1,0,1,1,3,0,1,0
-0.3272407984458501,-0.8091098293853284,4,1,1,0,7,0,3,0,1,0
-0.15596245446931986,-0.7141761032271343,0,1,1,0,7,0,3,0,1,0
-0.11462083149646679,0.8996972414621653,1,2,2,0,3,0,1,0,1,1
-0.23258226237900753,0.7098297891457772,4,1,2,0,3,0,4,0,1,0
0.0004466857779742295,0.2351611583548067,4,2,2,0,2,1,4,0,1,0
-0.14273313511800687,-0.9040435555435224,4,1,2,0,5,1,4,0,1,1
-0.17777016058749984,0.04529370603841849,4,2,1,1,2,0,3,0,0,0
0.10567489678487621,0.3300948845130008,0,2,1,1,3,0,2,0,0,0
-0.2666133083561611,-0.5243086509107461,0,2,1,0,7,1,1,0,0,0
0.050745660394945456,0.9946309676203594,4,1,2,0,5,1,3,0,1,0
-0.03965468850569324,0.8996972414621653,0,1,1,0,5,0,3,0,1,0
0.2723987719638971,0.519962336829389,0,1,1,0,5,1,3,0,1,0
-0.15596245446931986,-0.9040435555435224,4,1,1,0,7,0,3,0,1,0
-0.29376786437883007,-1.0939110078599108,4,1,1,0,5,0,3,0,1,0
-0.26069456600054763,0.614896062987583,4,2,2,0,5,1,2,1,1,1
-0.40856666110394757,-1.6635133648090752,1,1,1,0,2,1,3,0,1,0
-0.27309705289240355,-1.283778460176299,4,2,2,0,3,0,3,0,1,0
-0.30038252405448657,-0.429374924752552,4,1,2,0,4,0,1,0,1,0
-0.3497168608020912,-0.3344411985943579,4,2,1,0,3,1,3,0,0,0
0.20095355719631158,-1.283778460176299,4,2,1,0,5,0,3,0,1,0
-0.25711162534290033,-0.2395074724361638,1,1,1,0,5,0,1,0,1,0
-0.21935294302769454,-0.1445737462779697,4,1,1,0,7,1,3,0,1,0
-0.35233516359037187,-1.3787121863344929,4,2,1,1,4,0,3,0,1,0
0.15292010351825278,-0.9989772817017166,4,1,1,1,5,0,3,0,1,0
-0.4040121923064382,-1.5685796386508812,4,1,1,1,5,0,3,0,1,0
-0.40713624094908685,-2.0432482694418517,0,1,1,1,6,0,4,0,1,0
-0.4218648831602153,-0.9040435555435224,1,1,1,1,2,0,1,0,1,0
-0.29376786437883007,-1.5685796386508812,4,2,1,1,4,0,4,0,1,0
-0.28687759388335454,-0.8091098293853284,1,2,1,0,7,1,3,1,1,0
-0.36114781955408504,-0.7141761032271343,4,2,1,0,5,0,1,0,1,0
-0.40125608410824803,-0.6192423770689403,1,1,1,0,6,2,3,0,0,0
-0.15596245446931986,-1.9483145432836575,1,1,1,0,5,0,3,0,1,0
2.806233734240557,-1.8533808171254635,0,1,1,0,5,0,1,0,1,1
-0.23657861926638332,-1.1888447340181048,1,1,1,0,6,0,3,0,0,0
-0.29101175618063985,0.04529370603841849,1,1,2,0,7,1,3,0,1,0
-0.3778291644236313,-0.8091098293853284,1,2,1,0,7,0,1,0,0,0
-0.4260748384329508,0.614896062987583,4,2,1,0,2,0,3,0,1,0
0.5330645950782311,0.42502861067119485,0,1,1,0,5,0,5,0,1,0
-0.41503662509919903,-0.04964002011977561,4,2,2,0,2,1,1,0,1,0
-0.4040121923064382,-0.6192423770689403,4,2,1,0,5,0,3,0,1,0
-0.018157044559809647,2.418636859993271,1,1,1,0,7,1,1,0,1,0
0.11964836534970055,1.9439682292023004,0,1,1,0,3,1,3,0,1,0
-0.266206782396928,-0.9989772817017166,4,2,2,0,5,1,3,0,1,0
-0.37645111032453615,-0.9989772817017166,4,1,2,0,5,0,3,0,1,0
-0.22486515942407495,0.614896062987583,4,2,1,0,5,1,3,0,1,0
-0.25242624140597697,0.3300948845130008,4,1,1,0,7,1,3,0,1,0
0.4120714451776812,-0.1445737462779697,4,1,2,0,3,0,3,0,1,0
0.2946612359347785,0.3300948845130008,4,2,2,0,3,4,3,0,1,0
0.9051392018339088,0.3300948845130008,1,1,1,0,5,1,1,1,1,1
-0.380316552072498,-1.473645912492687,2,2,1,0,7,0,3,0,1,1
-0.22486515942407495,-0.9989772817017166,1,1,1,0,2,0,3,1,1,0
-0.32273456154180913,0.8996972414621653,0,1,1,0,7,2,3,0,1,0
0.5854306508438452,0.2351611583548067,0,2,1,0,5,1,1,0,1,1
0.08592324738254599,0.42502861067119485,4,2,1,0,5,0,3,1,1,0
-0.29376786437883007,-0.2395074724361638,1,0,1,0,3,0,4,0,1,0
-0.33993267669851596,-0.8091098293853284,1,1,1,0,3,1,4,0,1,0
-0.15596245446931986,0.519962336829389,4,2,1,0,5,2,3,0,1,0
-0.4040121923064382,0.2351611583548067,4,1,1,0,5,1,3,0,1,0
-0.42056262203657035,0.7098297891457772,1,2,1,0,2,0,3,0,1,0
-0.21187424343190542,-0.429374924752552,4,2,1,0,5,1,3,0,1,0
-0.1876576987485072,-1.7584470909672694,0,1,1,0,5,0,1,0,1,0
-0.3351094873516831,-0.7141761032271343,4,1,1,0,5,0,3,0,1,0
-0.20141756892797177,0.3300948845130008,4,2,1,0,3,1,3,0,1,0
0.03829080744732391,0.42502861067119485,4,0,1,0,7,1,3,0,1,0
-0.36267056933358516,-0.5243086509107461,2,2,1,0,3,0,3,0,1,0
-0.3786835579650702,-0.7141761032271343,4,1,1,0,3,2,4,0,1,0
0.4242121017907091,-0.1445737462779697,0,1,1,0,7,0,3,0,1,0
-0.04183201398226353,0.2351611583548067,4,2,1,0,1,0,3,0,1,0
-0.41779273329738925,0.7098297891457772,4,2,1,0,3,1,3,0,0,0
-0.3213289463607321,-0.2395074724361638,4,2,1,0,2,0,3,0,1,0
-0.4040121923064382,0.8047635153039713,4,2,1,0,7,1,1,0,1,0
-0.22486515942407495,0.614896062987583,1,1,1,1,2,1,3,0,1,0
-0.18186987153230777,0.8996972414621653,1,1,1,1,7,1,4,0,1,0
-0.1187549937937521,2.2287694076768827,4,1,1,1,5,1,3,0,1,0
0.07141647188137198,1.3743658722531358,1,2,2,1,3,1,3,0,1,0
-0.12564526428922762,0.14022743219661257,0,1,1,1,5,0,3,0,1,0
-0.3902316513154872,0.8047635153039713,0,1,1,1,4,1,3,0,1,0
0.6984310869696435,1.9439682292023004,0,1,1,1,7,0,4,0,0,0
-0.29376786437883007,-0.5243086509107461,1,1,1,1,3,0,3,0,1,0
2.0390131390021513,2.0389019553604943,0,2,1,1,5,2,3,1,1,0
-0.2499457440276058,-0.1445737462779697,1,1,1,1,5,0,3,0,1,0
-0.4109024628019137,0.04529370603841849,1,0,1,1,7,0,3,0,1,0
-0.3902316513154872,0.9946309676203594,4,1,1,1,2,0,3,0,1,0
0.16788025881802912,2.2287694076768827,4,1,1,1,7,2,3,0,0,0
-0.12972843858484642,-0.8091098293853284,1,1,1,1,5,0,3,0,1,0
-0.2747644983523086,0.8996972414621653,2,1,2,1,2,1,3,1,1,0
-0.30424107553195284,-0.04964002011977561,2,2,2,0,5,2,3,0,1,0
-0.4116052703924522,-0.3344411985943579,4,2,1,1,7,1,3,0,1,0
-0.22624045741497187,-0.2395074724361638,1,1,1,1,5,1,3,0,1,0
-0.2593165119014525,-1.473645912492687,4,1,1,1,5,0,1,0,1,0
2.7806708307023427,-0.6192423770689403,0,1,1,1,7,1,1,0,1,0
-0.2820544045365217,-0.7141761032271343,1,1,1,1,5,0,3,0,1,0
-0.05098642736255227,0.04529370603841849,4,2,1,1,7,0,3,0,1,0
0.15685582602526832,0.2351611583548067,4,1,2,1,5,0,3,0,1,0
0.25745377525921076,0.04529370603841849,0,1,1,0,7,2,4,0,1,0
0.37197007089401374,0.14022743219661257,4,2,1,0,3,1,4,0,1,1
-0.09395002001004026,-2.3280494479164338,1,1,1,1,6,0,3,0,1,0
-0.26064633410707927,-0.9040435555435224,0,1,1,0,5,0,3,0,1,0
