Nome_Completo,Valor_Total_Declarado
ANDERSON DE JESUS DIAS,5000.0
ROSIVAN CABRAL DE SOUZA,5000.0
JOSIELY KELLY ALVES SILVA DA SILVA,5000.0
ANTONIO EDSON DE ARAUJO,5000.0
WILSON DANTAS DE BRITO,5000.0
WILSON BATISTA SIMÕES,5000.0
ELADIO NASCIMENTO DA SILVA,5000.0
JOSE RONALDO ALVES DA MOTA FILHO,5000.0
ELIAS ALVES DA SILVA,5000.0
JOSE RIBAMAR DOS SANTOS BARBOSA JUNIOR,5000.0
JOSE RENATO FUMEIRO DA COSTA,5000.0
JOSE RAIMUNDO ALBUQUERQUE GADELHA,5000.0
LEIDINALVA RODRIGUES SANTOS,5000.0
JOSE ODEJAN FONSECA DA SILVA,5000.0
SADRAQUE DAS CHAGAS SOSINHO,5000.0
DYELLE GUIMARAES SOARES,5000.0
ALEX RODRIGUES,5000.0
KERCILENE MORAES DA COSTA,5000.0
JOSÉ MARIA NILO DE SOUZA,5000.0
EDCARLOS UCHOA SILVA CUNHA,5000.0
EDNALDO MELO TEIXEIRA,5000.0
JOSÉ RAMOS RODRIGUES DOS SANTOS,5000.0
ANA MARIA DE FREITAS CARVALHO,5000.0
JOÃO BATISTA FELICIO MARQUES,5000.0
EDNA AS NEVES ALVES,5000.0
ANTONIO ODINELIO TAVARES DA SILVA JUNIOR,5000.0
PEDRO DE SOUZA TEIXEIRA,5000.0
JOÃO PEDRO BRAUN RABELO,5000.0
EDIVALDO JORGE CASTRO DE SOUSA,5000.0
MARIA DAS GRAÇAS GONÇALVES DE AGUIAR,5000.0
ROSA RODRIGUES GONCALVES,5000.0
ALEXSANDRO NEGREIROS MEDEIROS,5000.0
ELIANI TAVARES FURTADO,5000.0
DAYSE DA COSTA SOARES,5000.0
WEVERTTON VICENTE COELHO,5000.0
FRANCISCO ALEX LOPES DIAS,4999.999999999999
CRISTIANE BRITO CANAVARRO,4999.999999999999
ISAURA SANTOS MARINHO,4999.999999999999
LUCIANE RODRIGUES DOS SANTOS AQUINO,4999.869999999999
JOSE FERNANDES VIANA,4999.849999999999
JURACI MONTEIRO DA SILVA SANTOS,4999.6
JURANDIR JOSE DOS SANTOS,4999.22
SINICLEI PRAZERES DA SILVA,4999.0
LUIZ FELIPE MARQUES CORDEIRO,4998.9
FÁBIO LENON FREITAS DA SILVA,4998.0
FÁBIO ULISSES SOARES CAMPELO,4997.349999999999
LUCINEIDE PINHEIRO PIMENTEL,4995.0
ELIANA BEZERRA DE CARVALHO,4994.3
RAIUMUNDO MARCIO PINTO DE JESUS,4991.200000000001
CRISTIANE CARDOSO DOS SANTOS,4990.6
ANDRE LUIZ MONTEIRO CASTRO,4990.0
JOÃO REIS,4988.01
LUCIMAR DO NASCIMENTO COELHO,4982.6
EDIVALDO SANTOS,4981.0
FRANCISCO LUZ DOS SANTOS,4980.0
WALTER DONATO FERNANDES LEITAO,4978.9
VANDEILSON ALVES VASCONCELOS,4977.49
MÁRCIO LIMA DOS SANTOS,4977.0
FRANCISCO DE ASSIS ARRUDA OLIVEIRA,4970.0
MIRACY DOS REIS ROCHA,4970.0
MARCIA SUELI DOS SANTOS GOIS,4969.070000000001
ELIENE BARBOSA ROCHA,4968.25
RAIZA COSTA DE SOUZA,4968.0
JOAO DO CARMO BARBOSA RODRIGUES,4964.110000000001
JOSÉ PAULO FERREIRA NOGUEIRA,4964.0
DOURIVAL LIMA OLIVEIRA,4961.0
ELIAS SARRAF PACHECO,4960.0
ANTONIO WELLITON SENA DA SILVA,4960.0
JOÃO MANOEL LIBERAL SOUSA,4956.42
ERLON WERTON FEITOSA,4953.5
ANTONIO PORTO DE AGUIAR,4952.8
BOLIVAR BENJAMIM GUIMARAES,4952.249999999999
MARENILSON DA COSTA PUREZA,4951.450000000001
ANTONIA DULCINEIA LEITE DE OLIVEIRA ARAUJO,4951.0
WILSON RODRIGUES ARAÚJO,4950.35
LAURA RIBEIRO PEREIRA,4950.0
TEREZINHA DE JESUS DIAS PACHECO,4950.0
LIANE SANCHES DE MENDONCA,4949.9
JOSÉ FERREIRA DA COSTA,4946.0
MARIA LUCIA OLIVEIRA CARVALHO,4944.0
MARIANA SILVA BARROS,4940.0
ROSEANE COSTA LIMA,4927.95
JOSÉ HERALDO SILVA SOUZA,4925.0
CARLOS ALESSANDER COSTA ALVES,4923.56
GLAUCIONE SILVA COSTA,4921.5
WILSON MATOS DE BRITO FILHO,4919.9
LETRICE RODRIGUES DA SILVA,4919.18
CELIO LUIS FONSECA FERREIRA,4906.95
CLÁUDIO RODRIGUES SILVA,4900.0
MILENA DA COSTA LUSTOSA MACHADO,4899.999999999999
IDALINDA DIAS RAMOS,4898.6
MARIA LUZIA RODRIGUES DA SILVA,4898.6
JUAREZ PAIVA MOURA,4894.0
MARCIO BARRETO SILVA,4892.15
SORICLIS COSTA DA SILVA,4891.799999999999
COSME MANGESKI,4887.1
EVA SANTANA PEREIRA,4885.0
MAGNO PAULINO DA SILVA,4880.0
TEREZINHA VASCONCELOS  RODRIGUES,4880.0
ROSIANE DA SILVA DE SOUSA,4879.9
JOCELE BRUNA ANDRADE PEREGRINI MARTINS,4879.9
ROZENILDA PEREIRA DE OLIVEIRA,4869.9
JOSÉ VALNEI PINTO DE OLIVEIRA,4855.0
DONIZETE SEVERINO DUARTE,4850.5
VALDECI SILVA COSTA,4850.0
MARIA DE LOURDES DE SOUSA RAMOS,4844.0
SILVIA DE OLIVEIRA LIMA,4834.099999999999
MANOEL DE JESUS E SILVA FERNANDES,4833.0
MARCOS MAGALHÃES PIMENTEL RODRIGUES,4829.96
RUI COSTA DE OLIVEIRA,4829.799999999999
ELISANGELA BRANDAO DE CARVALHO AGUIAR,4824.389999999999
JOSE DIVINO SANTOS MACENA,4820.0
MARCIA CRISTINA BORGES DE OLIVEIRA,4817.999999999999
LEONARDO SANTOS DE SOUSA,4814.0
JOSE HILTON HENRIQUE SILVA,4814.0
ABIAS NOGUEIRA EVANGELISTA,4814.0
DALVA MARIA TEODORA DE LIMA,4814.0
JOSIAS GOMES DE SOUSA,4814.0
EDSON RAIMUNDO DOS PASSOS BARRADAS,4814.0
ROSIVAN OLIVEIRA DA SILVA,4814.0
MARCELINO FELICIO SOARES,4810.5
RONALDO FARIAS RODRIGUES,4810.5
MARIA MADALENA MEDEIROS CARDOSO,4810.5
EDMILSON OLIVEIRA SILVA,4810.5
MARCELO DOS PASSOS LEITE,4810.5
LUCIDALVA SOARES BRITO,4810.5
LUCIANA RODRIGUES LEAL,4804.0
CATARINO SOARES DE SOUSA,4803.28
ROBSON DE CRISTO SOARES,4800.259999999999
NILTON CESAR SAMPAIO SANTOS,4800.0
PALMARO DE SOUSA FERREIRA,4800.0
JANUARIO DA SILVA FRANCO NETO,4800.0
ALEX MOURA CARVALHO,4800.0
EDMAR MARQUES DA SILVA,4800.0
JOERMES JOSÉ DE SÁ,4800.0
SEBASTIAO RODRIGUES DA SILVA,4800.0
ISAIAS MARTINS DE BARROS,4799.8
ROSÂNIA DO NASCIMENTO DE LUCENA,4794.37
CARLOS EDUARDO ALVES DA ROCHA,4790.0
KATIA ALMIRA DE SOUSA FREITAS,4780.0
JADSON FELIX DA SILVA,4779.3
TARCISIO BRUNO GARCIA DE LIMA,4772.0
FRANCISCO FÉLIX DE SOUZA,4769.9
WELITON BRANDÃO DA SILVA,4764.0
CARLOS REIS DE SOUSA LUZ,4760.0
JANILDA LUCIA MACIEL GONÇALVES,4754.599999999999
ROMARIO POMPEU GOMES,4753.9
EVANA JACQUELINE SOUSA DA COSTA OLIVEIRA,4750.0
MANOEL VALDIMIRO JARDIM MARTINS,4750.0
JEFFERSON LEVY SOUZA DOS SANTOS,4750.0
TAYANA CARVALHO LOPES,4750.0
DALILA SADECK CALDERARO,4750.0
FRANCISCO DAS CHAGAS DO O DA COSTA,4749.0
WELLES ROSA DE JESUS,4744.03
ROSA MONICA BRITO FRANCO GRACIANO,4738.06
ANTÔNIO CARLOS PEREIRA DOS SANTOS,4736.0
ADAUTO FELIPE RODRIGUES,4735.5
FRANCISCO CLEBER DOS SANTOS ANDRADE,4724.0
CLAUDENOR ALVES DA SILVA,4720.0
VALDIVINO LIRA SOARES,4719.9
HYDEE ARAUJO GOMES,4717.4
ANTONIO PEREIRA DA SILVA,4715.9400000000005
KLESIMONY LEAL SILVA,4712.0
RAIMUNDO SANTOS PIMENTEL,4711.1
JOSÉ NILTON CRUZ DA SILVA,4710.8
JOELMA SANTANA DE ANDRADE CARVALHO,4707.62
LEOSVALDO JOSE DA SILVA,4705.7
ALESSANDRA MARTINS LOPES,4703.0
GILVANA PANTOJA DE SOUZA,4700.0
SUELI DO SOCORRO BORGES PALHETA,4700.0
WILAME PEDROZA SANTOS,4700.0
SANDRA LEITE DOS SANTOS,4700.0
LUIZ HENRIQUE DE OLIVEIRA,4699.9
JOSE AUGUSTO DA SILVA CASSEB,4699.3
ADINEIDE SILVA BRAGA SOUSA,4698.6
ANTONIO GUSTAVO BATISTA ALENCAR,4698.0
MILTON TAKUMI YAMADA,4690.45
MARCONES FERREIRA NERES,4680.0
ROSA PATRICIA DA SILVA AZEVEDO,4679.1
MAURO DE OLIVEIRA MENEZES,4678.27
ANA LEIA MACHADO DOS SANTOS,4674.65
JOANA DO PERPETUO SOCORRO DOS SANTOS LEAO,4672.8
JOEL MENDES ALVES,4667.099999999999
JACKSON VIEIRA DOS SANTOS SILVA,4664.8
WERICLIS GUSTAVO BALEEIRO PINHEIRO,4660.0
CHARLSTON DE JESUS SILVA,4658.000000000001
JOSÉ RAIMUNDO DE CASTRO MONTEIRO,4650.0
ALINE PEREIRA JOAQUIM,4650.0
ELITON DA COSTA MELO,4650.0
SEBASTIÃO TADEU CAMPOS DOS SANTOS,4649.0
DORIVAN DA SILVA NERY,4645.0
MAX RENAN BARROS DO NASCIMENTO,4642.549999999999
WELLINGTON DA SILVA LIMA,4637.93
MARCELA PEREIRA SALAZAR,4637.9
CAUBY MANLEO DE ANDRADE NETO,4630.0
SEBASTIÃO ALVES DIAS,4630.0
GEANE MARIA MELO RAMOS,4624.8
BENEDITA PANTOJA DE SOUZA,4622.700000000001
LEIDIANE TEIXEIRA DA SILVA,4611.95
LEANDRO CAMILO DE PAULA,4601.0
GLEIDSON DE JESUS LIMA SANTOS,4600.0
WILLISSES DOS SANTOS CARVALHO,4600.0
FRANCISCA LIDUINA DA CRUZ,4600.0
ADELAR PIANA,4600.0
JOSÉ PAULO MIRANDA GONÇALVES,4600.0
JOÃO BATISTA DE SOUSA ARAÚJO,4600.0
NILSON DAMASCENO FONSECA,4594.8099999999995
SILVANO JOSE DE OLIVEIRA,4594.27
MARCOS RODRIGUES DOS REIS,4594.27
RENATO BEZERRA DOS SANTOS,4590.0
VAGNER AUGUSTO DE SENA FERREIRA,4588.0
FAGNER CARLOS ALVES BARRETO,4584.33
MARIA ELIZANGELA DA SILVA ASSUNÇÃO,4583.27
EURIVAN CARDOSO LIMA,4582.0
JESSICA DA CONCEICAO GOMES,4582.0
JOSE AILTON ALVES BORGES,4582.0
AGAPITO ELIAS SAMPAIO,4582.0
KEILA DA SILVA VIEIRA MOREIRA,4582.0
RONI CHARLES DE OLIVEIRA,4582.0
DELVANIRA PEREIRA DIAS,4582.0
IVONEIDE ARAUJO DA COSTA,4576.1
ANTONIO DE SOUSA E SILVA JUNIOR,4574.1900000000005
ENOC CEONCEIÇÃO GALO,4574.0
JORGE LUIS DE ANDRADE TAVARES,4574.0
PAULO CESAR MAMEDE DE SOUZA,4570.0
EVANILDO RODRIGUES DE SOUSA,4570.0
MIRIAN CORREIA SOARES,4565.71
MARIA DE JESUS OLIVEIRA MOREIRA,4565.0
ODETE DA COSTA PRATA DE SOUZA,4565.0
VANILDA DA SILVA MORAIS,4563.0
FRANCISCO RIBEIRO BARRETO,4563.0
JOSELINO HENRIQUE DE SOUSA,4559.9
NORMINDA NATHALIA GADELHA RANGEL NASCIMENTO,4557.85
GERSON RICARDO LEMOS NEVES,4557.779999999998
ELISANGELA DA SILVA NAVA,4556.55
DUCILENE ALVES FERNANDES,4556.0
JOSE SANDENEY MARQUES MONTEIRO,4553.1
ZEDEQUIAS SALES DOS SANTOS,4550.0
MARCUS CABETTE SANCHES,4550.0
MARIA AUGUSTA DA CUNHA BORGES,4548.6
ANTONIO DOS SANTOS COSTA,4544.0
VANUSA PINHEIRO DA SILVA,4544.0
ELISSANDRA SILVA SOUSA,4544.0
MANOEL VIANA ALMEIDA,4544.0
VALDEMAR CARDOSO DE ANDRADE,4540.0
ANTONIO DE JESUS ALBUQUERQUE,4535.0
MARIA DE NAZARE SILVA DE SOUZA,4530.0
ELIENE DALVA SILVA DAS NEVES OLIVEIRA,4528.68
ORLEANS SILVA DE CARVALHO,4526.07
ROSENI DE SOUSA RIBEIRO,4524.7
DEMERVAL JOSE DALMAZO JUNIOR,4521.4
MARIA LEUYCE DE MELO SOUSA,4521.2
VITOR MARLONE RAMOS SILVA,4520.9
FABIO TEIXEIRA DO NASCIMENTO,4520.9
EVANDRO LARANJEIRA GUEDES,4520.45
FRANCISCO DE OLIVEIRA E SILVA,4520.0
JOSE MARIA DOS SANTOS CORREA,4519.9
RAIMUNDO SILVA,4519.5
SARA NUNES LEITE,4517.33
SELDA GODINHO SILVA,4517.33
JOSE MARIA DOS SANTOS COSTEIRA,4513.74
CLEONICE DE ANDRADE PIRES,4506.54
ZELIA DA CUNHA XAVIER,4506.0
LUCILENE SOUSA DE MELO,4505.45
TATIANE RODRIGUES COSTA,4505.0
ANTONIO JAILSON CARVALHO ALMEIDA,4504.05
OBERDAN DA SILVA CORREA,4501.95
ESTÉLIO MARÇAL GUIMARÃES,4501.2
MELQUIADES JOSE BARBOSA CEZARIO,4500.0
WALDRIANA DOS ANJOS DE MELO,4500.0
HAMILTON LOPES DA CONCEIÇÃO,4500.0
JOSÉ RIBAMAR EVANGELISTA DE OLIVEIRA,4500.0
EDSON ANDRADE SOUZA,4500.0
HYANDRA LUDMYLLA SARAIVA SANTOS,4500.0
IZABELA TAMARA DA COSTA CABRAL,4500.0
DAMARIS CANDIDO DE ALBUQUERQUE,4500.0
MARIA ANA CLEIDE PANTOJA DOS SANTOS,4500.0
KELLYN CRISTINA MEDEIROS BATISTA,4500.0
IVAIR JUNIOR PIRES PONTES,4500.0
MONIQUE MELO TODDE DE OLIVEIRA,4500.0
RODRIGO LOBO DE FIGUEIREDO,4500.0
IVALTER BARBOSA CARDOISO FILHO,4499.9
JUCIMARA OLIVEIRA NAHUM,4499.25
MARIA DA CONCEICAO RODRIGUES FERREIRA,4498.6
CLAUDIA DA SILVA FRANÇA,4492.0
SANDRA PALHARINI CAMPANA,4491.7
ANA ALICE PIMENTA DE AQUINO,4487.0
PAULO DA SILVA FERREIRA,4487.0
LUCIENE PEREIRA DO NASCIMENTO,4487.0
RENILDE ROCHA OLIVEIRA,4487.0
MARCELA MARES PEREIRA JACOBSIM,4482.200000000001
WENDERSON MORAES QUARESMA,4482.18
EDINILTON DOMINGOS ALMEIDA BRAGA,4480.6
LUIZ ANTÔNIO ALMEIDA MACHADO,4480.45
MAURILENO DE ALENCAR MOTA,4480.0
WALDILENA ASSUNÇÃO,4476.42
WELBER GYANNY NEVES SOARES,4468.48
GRACILENE DAMASCENO SILVA,4466.8
ADRIANA MANFROI MENDES,4465.0
MARIA DE JESUS CONCEICAO DA SILVA DA CRUZ,4462.45
NÍDIA DA SILVA OLIVEIRA,4460.2
ROMARIO BRANDAO DOS SANTOS,4460.0
JURANDIR DE SOUZA LIMA,4459.85
CRISTINO CARREIRO DE CASTRO,4455.0
JETER ADRIAN PEREIRA DA SILVA,4454.5
ROSIEL BARBOSA COELHO,4450.0
GEOCLEIDISON FERREIRA DOS SANTOS,4450.0
IARA CRISTINA GONCALVES BASTOS,4450.0
RAFAELE FONSECA DOS SANTOS SOUZA,4446.79
WANDERSON PASSON DA SILVA,4445.59
CRISTIANE ALICE DA SILVA,4441.8
JOSE ODIR MACEDO SANTOS,4439.799999999999
JAIRO SARAIVA PINHEIRO,4439.0
ALEXANDRE JULIÃO DA SILVA,4434.7
MARIA DO SOCORRO DAMASCENO BARBOSA,4430.45
ANDREINA BRITO DE CARVALHO DO CARMO,4429.45
GILSON DE JESUS ORMUND,4427.0
LEANDRO SOUSA RUFINO,4424.099999999999
MAXON LUIZ GONÇALVES PANTOJA,4423.0
ROSINALDO PINTO RODRIGUES,4419.0
MANUEL PEREIRA BRASIL,4406.0
MARIA JOSE ALMEIDA VIANA DE MOURA,4405.75
GUSTAVO FREITAS BARBOSA DE SOUZA,4404.75
MANOEL CORDOVIL DINIZ,4404.5
JOSÉ CARLOS DE SOUZA DOS SANTOS,4400.0
VANIA FRANCISCA DE LIMA,4400.0
SILVANO FORTUNATO DA SILVA,4400.0
GUILHERME MULATO NETO,4400.0
OLAILTON CARVALHO FERREIRA,4400.0
LEVI MARQUES CRUZ,4400.0
CARLITO CARDOSO QUARESMA,4400.0
VANDERLEI PEREIRA DA COSTA,4400.0
OZEAS PEREIRA DA SILVA,4399.900000000001
MARIA FAGNA DA SILVA MARINHO,4399.45
MONIQUE NOBREGA DE ÁVILA,4398.6
LUZIA CORREA MENDES FERREIRA,4398.6
ANTONIO CARLOS COSTA GUIMARÃES,4396.97
CICERO TRAJANO DE BRITO,4395.5
EVALDO ALBUQUERQUE DA SILVA,4394.2699999999995
ARMANDO CLEYDSON FARIAS PANTOJA,4393.699999999999
VANIA MARIA MONTEIRO PINHEIRO,4375.0
JOSIAS DA SILVA HIGINO,4374.0
JAIR CANDIDO DA ROCHA,4369.799999999999
DAVID PINHEIRO LIMA,4350.35
AIANA LUCIA SOARES DOS SANTOS,4350.0
JOSE ROBERTO OLIVEIRA DA COSTA,4350.0
REGINA CELI SANTOS DE ALMEIDA,4350.0
ANA VIRGINIA PANTOJA CORREA,4344.0
MAURO DA SILVA COUTINHO,4343.1
ROZENIRA VIANA DE LIMA,4342.0
JOAQUIM PEREIRA DA SILVA,4340.0
WISNTON MOURA DE MENEZES,4337.5
JESSY JAMES LIMA DA SILVA,4335.0
ROBSON MONTEIRO SANTIAGO,4333.329999999999
MARCELA ROSA LOPES,4330.0
CARLOS ALVES DE LIMA,4330.0
VALNEIA DA SILVA SOUSA,4330.0
CESAR GASPAR FREITAS,4330.0
ANTONIO CARVALHO DA SILVA,4328.0
JOSILEIA LIMA DOS SANTOS,4324.9
DEUZA OLIVEIRA ANDRE,4324.9
FRANK SOUSA DA SILVA,4322.5
ALTEVIR DE MATOS LOPES,4320.000000000001
PEDRO TORRES LIMA,4316.68
GENIVAL DOS SANTOS OLIVEIRA,4315.349999999999
JOSÉ WALDIR NUNES MARQUES NETO,4315.0
RODRIGO NASCIMENTO DE FRANÇA,4313.01
SILVIA DE NAZARÉ LIMA ASSAD,4310.8
MARCILIO LISBOA MOREIRA,4310.0
CATARINA NEVES,4304.6
MARIELE KATE ALVES MONTEIRO,4302.7
PAULA MELO,4301.7
ISAIAS DOS SANTOS SILVA,4300.0
BENJAMIN HAMOY,4300.0
JUCILENE SOARES ALCOBASSA,4300.0
JEANE MARIA DE CARVALHO BEZERRA,4300.0
WANDERSON APARECIDO DELMONDES,4300.0
JHONE MATOS DA SILVA,4300.0
LEONAN FELIPE DE SOUZA MOURA,4299.999999999999
JOSE ROBERTO SANTOS CORREA,4299.5
JOSÉ ROBERTO LUCIO DA COSTA,4299.0
MARIA IVANILDA DE SOUSA HONORATO,4297.2
MARIA DO SOCORRO DOS SANTOS JUCÁ,4297.0
WAGNER ALVES FEITOSA,4295.0
ALDA GOMES,4295.0
SAVIO ROMULO DO LAGO VIEIRA,4295.0
CHARLES SARAIVA HESPANHOL,4294.67
THIAGO ROCHA PEREIRA,4293.85
MARIA DA CONCEIÇÃO OLIVEIRA DO NASCIMENTO,4292.38
MEURYROSE OLIVEIRA LEMOS,4290.0
GLAILSON DA FONSECA GONÇALVES,4287.0
EDNALDO COSTA DE SOUSA,4285.0
VALDSON PEREIRA SOUSA,4282.0
DAIANA SILVA DE JESUS,4282.0
INEZ FERREIRA DOS SANTOS,4282.0
TAKAKTYX KAYAPO,4282.0
MAIK DOS SANTOS AZEVEDO,4281.349999999999
PEDRO NILSON REZENDE,4280.0
ADRIANO JESUS SOARES,4280.0
ANDERSON SANTANA LIRA,4280.0
MARCO ANTONIO DOS SANTOS GOMES,4280.0
FRANCISCO WELLINGTON DOS SANTOS FERREIRA,4280.0
ALVARO LOPES DE SOUZA,4280.0
ANA PAULA SILVA DOS SANTOS,4280.0
MARCO AURELIO SANTIAGO VIEIRA,4279.5
AILTON LIMA SANTOS,4276.76
REGIANE BERGAMIM,4270.0
ISAQUE MACENA DOS SANTOS,4270.0
ADRIELE PEREIRA RISSI,4270.0
MARCELO CONCEIÇAO DOS SANTOS,4270.0
NAIR PAULINO DA SILVA LEMES,4269.9
DONATO REIS SOUZA,4268.95
RICHARLISON SOUSA CASTRO,4267.33
JOSE MARIA DA COSTA SILVA,4266.7
EDYBRANDON LEAL DA SILVA,4261.84
VALDOMIRO BATISTA DA SILVA,4256.0
ELY RODRIGUES DE OLIVEIRA,4251.52
LUCIRON GOMES DE ALMEIDA,4251.35
MARIA LUCIELMA SOUSA LIMA,4250.0
PAULO ENILDO DOS SANTOS OLIVEIRA,4250.0
ARNALDO RIBEIRO GOMES DE SOUSA,4250.0
VALCILENE DE NAZARE DA SILVA ARAUJO,4250.0
MARIA LURIAN SOUSA DA SILVA,4250.0
DANIEL CARDOSO SOARES,4250.0
JOSIVAN FRANCISCO DA SILVA,4250.0
LEONARDO LUIS ANDRADE,4248.88
RÉGIA SIMONE SANTANA DE CARVALHO SILVA,4241.9
RENATA SARGES BASTOS,4241.4400000000005
ITALO NEVES ABATI,4237.42
FERNANDA SILVA VASNCONCELOS,4233.45
KELMA MARQUES VIANA,4231.92
HUMBERTO CHAVES LOPES FILHO,4229.0999999999985
PAULO SERGIO RIBEIRO SOARES,4225.950000000001
PAULO SULLIVAN ARAÚJO DA GAMA ALVES,4225.0
DEIDISON SIQUEIRA SOARES DO NASCIMENTO,4224.9
CARLOS WALQUEVAM OLIVEIRA PINHO,4215.700000000001
ALESSANDRO DO ROSARIO CRUZ,4210.87
PAULO CESAR FERRAZ CAMPOS,4200.000000000001
CARLOS CÉSAR DE SOUZA,4200.0
AMILSON ALVES DOS SANTOS,4200.0
NAILZA NASCIMENTO DE MIRANDDA,4200.0
ELIZANDRO MALCHER FERRAZ,4200.0
ANTONIO RUFINO SILVA FILHO,4200.0
HAMILTON JOSÉ OLIVEIRA GUIMARÃES,4200.0
ROSETE DE SOUSA SILVA,4200.0
WATILA SOUZA LIMA,4200.0
ENZO FELIPE COSTA DE MATOS,4197.95
SANDRO DOS SANTOS PACHECO,4197.410000000001
LUCIA VÂNIA PEREIRA DA CRUZ,4194.65
EDILSON DOS SANTOS CARNEIRO,4194.0
CARLOS ALBERTO SOUSA SAMPAIO,4193.0
ELTON PEREIRA DA FONSECA,4186.16
MANOEL VAZ DA SILVA JUNIOR,4185.49
MATEUS MONTEIRO SANTOS,4185.0
VALDOMIRO ROBERTO DE FIGUEIREDO,4180.35
WENDERSON RAMALHO MULATO,4180.22
NUBIA SILVANA LIMA MACHADO FRANCHINI,4180.0
GIBRAN RABELO RIBEIRO,4172.0
CARLOS ALBERTO PEREIRA SANTOS,4171.0
LEONARDO GONZAGA NUNES,4170.099999999999
WALDELICE ALVES DOS SANTOS SOUSA,4166.0
MARIA DE JESUS DE OLIVEIRA PEREIRA,4163.96
JOSE NELSON ZORTEA,4160.0
EMANOEL PAIVA,4159.0
GABRIELA DE MORAIS NUNEZ,4158.2
GILDENOR GOMES DE OLIVEIRA,4157.3
JOSE AUGUSTO ALMEIDA DOS SANTOS,4150.0
ONANIAS OLIVEIRA DOS SANTOS,4150.0
IVANEY RICARDO DA COSTA LISBOA,4150.0
DENILSON ALBUQUERQUE DOS SANTOS,4150.0
ELISANDRA MARIA ARAUJO SANTOS,4148.67
BEN HUR RUFINO DE LIMA,4146.82
EUZILENE DA SILVA NASCIMENTO,4145.099999999999
DANIEL RIBEIRO ALCOFORADO,4140.15
AMILTON TRINDADE ALHO,4133.0
JOAO CARLOS GONCALVES CHAVES,4130.3
ISAIAS SOUSA NETO,4130.0
MARCIO VIEIRA FERREIRA,4128.45
ELIAS FERREIRA CAMPOS,4125.9
ALDRIN FERREIRA,4125.0
JEOVA SOUSA LOPES,4120.549999999999
JOSUÉ OLIVEIRA MARTINS,4119.9
FRANCISCO DE JESUS SOBRINHO,4115.0
LAURA AMELIA MARQUES DA COSTA,4115.0
DIRCK ROBERTO DA SILVA,4114.9
RICARDO CARDOSO ALMEIDA,4110.45
FRANCINE MARQUES SAMPAIO,4104.27
FRANCISCO CARLOS SANTOS DIAS,4103.27
LINDINALVA NASCIMENTO CARVALHO,4103.099999999999
CARLOS BENASSULY MAUES FILHO,4100.0
EDVALDO DE VILHENA BECKMAN,4100.0
AFONSO ALVES DE MOURA,4100.0
JOSE DE SOUZA BEZERRA,4099.9
OSMIVAL SOUZA ARAÚJO,4094.27
MANOEL CHAVES DA CUNHA,4094.27
MARIA DA PAZ FERREIRA TEODORO,4086.75
JOCILENE BRASIL DOS SANTOS AMORIM SARRAZIN,4086.6
KELEN CRISTINA DE MELO FERREIRA,4082.35
MARCELO COSTA DO NASCIMENTO,4079.54
HOBERLINDO PEREIRA DE SA,4078.9
LEILEANY DE SOUZA BARROS,4074.0
GILSON FELIX DA SILVA,4066.45
WILKENS JOSÉ DA COSTA MARTINS,4063.34
KATIUSCIA MARIA VILELA,4060.0
PAULO GEOVANI SILVA SOUSA,4060.0
PAULO HENRIQUE OLIVEIRA DA SILVA,4060.0
MESAQUE LIMA FEITOSA,4059.0
HARLEN GONCALVES,4056.95
SOCORRO CARNEIRO GOMES,4056.75
DANIEL FERREIRA DE ANDRADE,4047.5
DIONES LIMA DOS SANTOS,4045.45
ELVYS LEY CASTRO LIMA,4044.249999999999
SELMA DO SOCORRO MENDES VIEIRA,4035.0
JOMAB MARQUES DE ALMEIDA,4033.1800000000003
CACILDA FERREIRA DOS SANTOS,4032.0
FRANCISCA SOUSA DOS SANTOS,4031.5
SEBASTIÃO DETOMIN BUENO,4030.0
FERNANDO ANJOS DA SILVA,4023.15
LEILA PATRICIA DE FREITAS RODRIGUES,4022.8
ROSIMAR DE AZEVEDO,4021.95
BRUNA MARIANA FURMAN BRAUNA,4019.9
TATIANY  SILVA RIBEIRO,4019.5
SIRLEY DA ENCARNAÇÃO RIBEIRO,4010.5
MARILEUDE FATIMA ARAUJO PINHEIRO,4007.5
LAURA REGINA SILVA LIMA,4002.9
RAIMUNDO CIRILO DA SILVA MOTTA,4000.0000000000005
CARLOS ALBERTO ANDRADE DE SIQUEIRA,4000.0000000000005
NOILTON DE SOUSA SILVA,4000.0
MARIENE DA SILVA DOS REIS,4000.0
SANDECLEI BEZERRA DO MONTE,4000.0
CEZAR DA SILVA SOUSA,4000.0
JOSE LUCILVIO DA COSTA LIMA,4000.0
ANTÕNIO NANÔ DE FREITAS,4000.0
WESNEY SILVA FELIPE,4000.0
JOSE GLAUBER DE SOUSA ANDRADE,4000.0
RODRIGO SILVA NUNES,4000.0
ANDRÉ LUIZ DOS SANTOS CHAVES,4000.0
DEUZA DOS ANJOS BARROS,4000.0
MICIANE DA SILVA PIEDADE,4000.0
JOSÉ EDIBERTO DIAS PANTOJA,4000.0
RILSON OLIVEIRA DE SOUZA,4000.0
JOSE CARLOS DE ARAUJO,4000.0
HUERITON BARROSO DE MELO,4000.0
MARIA SUELEM SOARES DA COSTA,4000.0
ANTONIA JOSÉLIA DOS REIS SILVA,4000.0
FLAVIO FERNANDO DE SOUSA QUEIROZ,4000.0
