Nome_Completo,Valor_Total_Declarado
PAULO HIGINO DA SILVA,1200.0
AGILSON GUEDES DE LIMA,1200.0
GEANIO CHAVES DE BRITO,1200.0
VICENTE CORTEZ JUNIOR,1200.0
AMILDO SILVEIRA,1200.0
CONCEIÇÃO REIS DA SILVA,1200.0
RAYANNE PESSOA FIDELIS COSTA,1200.0
JOSUE PEREIRA RODRIGUES,1200.0
GENECI DOS SANTOS SANTANA,1200.0
REINALDO DOS SANTOS FILHO,1200.0
MARIA DO CARMO CANTO GOMES,1200.0
FRANCISCO AZEVEDO PEREIRA,1200.0
LUCILENE SOUSA DE LIMA,1200.0
ROSA MARIA SOUSA DE ARAUJO,1200.0
CLEMECIA XAVIER,1200.0
GILDEMBERG DELFINO DE SOUSA,1200.0
SIDINEY RABELO CALADO,1200.0
HELOISA DO ROSARIO TAVARES,1200.0
ADRIANA SANTOS DE SOUZA,1200.0
OMAR DE ARAUJO LINHARES,1200.0
MARIA LUZILEIDE DO NASCIMENTO,1200.0
JOSE DE SOUZA,1200.0
RAIMUNDO NONATO MARTINS DOS SANTOS,1200.0
JOSE DO CARMO SILVA,1200.0
FABIANA FERNANDES RODRIGUES,1200.0
RONILCIANE DE SOUSA DA SILVA,1200.0
FERNANDO ANTONIO MARTINS,1200.0
HELQUIAS DE LIMA SILVA,1200.0
WELTON DAMACENO DA COSTA,1200.0
JOSE FRANCINALDO DOS SANTOS SILVA,1200.0
JOSE GLEISON SOUSA RODRIGUES,1200.0
MARIA DOS REIS DA CONCEIÇÃO DE SOUSA,1200.0
JUARES RIBEIRO FERREIRA ANDRADE,1199.9
PAULO MARCIO SANTOS SILVA,1199.8500000000001
MEIRYLENE DOS SANTOS DIAS,1199.8
JOSÉ DA SILVA DE OLIVEIRA,1198.15
MARCIO DE SÁ CLEMENTE,1198.0
VALDO DOS SANTOS NOGUEIRA,1198.0
MARIA D ASSUNÇÃO DE SOUSA,1198.0
RENATO VIANA RODRIGUES,1197.05
JAIRO OLIVEIRA BARRETO,1197.0
ANTONIO CÍCERO PEIXOTO FERREIRA,1196.8
CARLOS RANGEL DE NOVAIS,1196.0
FRANCISCA CHAGAS SOCORRO DOS SANTOS,1195.8
VICENTE ANTONIO DA SILVA,1194.27
JOSUE MONTEIRO ARRAES,1194.27
RAIMUNDO NONATO FILHO,1194.27
ADJALMA RAMOS FARIAS,1193.79
LARISSA LOURINHO SANTANA,1190.4
LUAN MORAES SANTOS,1190.0
ANA PAULA VELOSO MOTA SILVA,1190.0
MARIA DA CONCEIÇÃO DIAS,1190.0
MARILENE DA LUZ FREITAS,1190.0
LEOTTE PIMENTEL PIQUEIRA NETO,1190.0
SANDRA MARIA FERREIRA DA SILVA ARAUJO,1189.03
MARIA EUNICE RODRIGUES,1189.03
ANGELICA PALMEIRA DIAS,1189.03
LEIDIANE VIEIRA MORAES,1189.03
ANTONIA SILVA,1189.03
LADIMIR DA SILVA NASCIMENTO,1188.54
GLEICON GOMES DE ARRUDA,1188.54
ISAÍAS DE OLIVEIRA OLIVEIRA,1188.54
JOAO GONCALVES LIMA NETO,1188.54
ELEOTERIO BRAZ ZUCOLOTTO,1188.54
WALDEGNO DE JESUS RODRIGUES MACHADO,1188.54
FRANCISCO PEREIRA MORAIS,1188.5
MARIANO DIAS COSTA,1186.0
ANTÔNIO ELÍDIO DA FREITA SILVA,1184.9
EMANUEL VICTOR LOUCHARD PEREIRA,1182.9
THAIS PEREIRA DO NASCIMENTO,1182.0
MANOEL DE JESUS CARDOSO,1180.5
ALICE LIMA ROCHA,1180.0
MARIO FRANCISCO PEREIRA GOUVEA,1180.0
IVONETE NUNES DE SOUZA,1180.0
DERIMAR FERREIRA DA SILVA,1180.0
JOSINEI DA SILVA LIMA,1179.9
ROSELI DE FREITAS SOARES,1179.2
DENYSON LEONARDO NASCIMENTO LISBOA,1178.0
JOSE ROOSEWELT CARMO DA SILVA,1177.3899999999999
NAIDE CARVALHO NASCIMENTO,1176.0
JOÃO ALBERTO AMORIM CARDOSO,1176.0
LUIS CARLOS ARAÚJO NASCIMENTO,1175.13
NESTOR COSTA DA CRUZ,1175.0
DYONIA RIBEIRO MACHADO,1175.0
FRANCISCA SILVA JANUÁRIO,1174.45
MARCELO BEZERRA CAMPOS,1173.5
FABRICIO DE SOUSA FERNANDES,1173.5
ANA DOMINGAS PONTES DE ALMEIDA,1171.95
FRANCISCO NONATO DE SOUZA PEREIRA,1170.9
ANTONIO MENDES SOBRINHO,1170.0
FABIOLA ANORATO DE OLIVEIRA,1170.0
JOSÉ MARIA DE ARAÚJO MORAES JÚNIOR,1170.0
CARLOS ALBERTO BRITO AMORIM,1170.0
RUBERVAN RIBEIRO DE BRITO,1169.9
ELIZAN VIEIRA DOS SANTOS,1168.25
WELLINGTON SILVA DO NASCIMENTO,1166.8
JESSICA DE FÁTIMA FIGUEIREDO DO VALE,1165.0
ODIVALDO FERREIRA CORRÊA,1164.94
ARNALDO MACHADO FERREIRA,1164.94
RAONI NEGRÃO CARDOSO,1164.94
LUIS PAULO DE VASCONCELOS CARDOSO,1164.94
JOSE ANTONIO DA SILVA COSTA,1164.7
JOSÉ MARIA PINHEIRO,1164.7
EDIVAN LUZ DA SILVA,1163.0
ALEX WILKER SOUSA CAVALCANTE,1162.75
VALDINEIA MENDES DA SILVA,1162.7
ADENAUEY TRINDADE DE SOUZA,1162.7
FRANCISCA CLAUDIANA MENDES,1162.7
VALDI DOS SANTOS SILVA,1162.7
LEONARDO RIBEIRO DE SOUZA,1162.7
IVANEIDE DE JESUS BARBOSA,1162.7
ROBSON DA CONCEIÇÃO NUNES,1162.7
MAX BARROS DE SOUSA,1160.45
DEMETRIO ALVES PEREIRA DE SOUSA FILHO,1160.35
IVANDA DE SOUZA PRADO,1160.1000000000001
GIVANILDO PEREIRA DOS SANTOS,1160.0
ROSILENE DA SILVA AMARAL,1160.0
PAULO RODRIGUES PEREIRA,1160.0
ANDRÉ RIBEIRO MAIA,1160.0
DEDIELMA SANTOS DOS SANTOS,1160.0
ANNE DA SILVA LOPES,1160.0
MARIA ODILIA DOS SANTOS CARVALHO,1160.0
CATIA MARIA PIRES DA SILVA,1160.0
DANIELE PALHETA MONTEIRO,1160.0
EDIENE GOMES DO NASCIMENTO,1160.0
PABLO CHARLAN DO AMARAL PEREIRA,1159.9
LUIS CARLOS FERNANDES PEREIRA,1159.8000000000002
CARLOS EDUARDO SOUZA COSTA,1157.38
GILMAR GUIMARÃES DOS SANTOS,1156.6799999999998
VIVANIO SOBRINHO CIPRIANO,1156.0
EDILSON BEZERRA FERREIRA,1155.45
JULIO CESAR DA SILVA SOUSA,1155.4
FRANCISCO ALTAIR DA SILVA COELHO,1155.0
FRANCISCO PEREIRA DE ANDRADE,1155.0
EDIMILSON DE JESUS DA COSTA PENICHE,1154.27
GREGÓRIO DA SILVA BORBA NETO,1154.2
RAIMUNDO NONATO MIRANDA DE BRITO,1154.1
JOAQUIM DE OLIVEIRA FIGUEIREDO,1153.35
CLÁUDIO GOMES LOPES,1153.0
RAIMUNDO JOCILDO PAIHUN,1152.95
NELIA DE NAZARE TAVARES DA SILVA,1152.0
VALDENI AGUIAR SALES,1151.8
JOÃO PIQUIÁ RAMOS,1151.8
EWERTON PACHECO JARDIM,1150.55
EDIMILTON DE FREITAS MEDEIROS,1150.0
ANTONIA KETLEM BRAZ DE JESUS,1150.0
SIMONE ALVES DE OLIVEIRA,1150.0
ERALDO SILVA DIAS,1150.0
IVANILDO MORAIS SABATINGA,1150.0
JOCIVALDO DE OLIVA BELO PINHEIRO,1150.0
ELIENAIDE HUNGRIA BRAGA,1150.0
IVO AURELIO SILVA ALMEIDA,1150.0
DOMINGOS DA SILVA OEIRAS,1150.0
CLEUDIANE GOMES DA ROCHA,1150.0
PATRICIA PAULA DOS SANTOS,1150.0
GLEMESON LANDELL DE SOUZA RODRIGUES,1150.0
JOSE AVIZ DE SOUSA,1150.0
JACIVANE NAZARÉ DE ALMEIDA BARROS,1150.0
CARLOS RENAN VIEIRA FURTADO,1150.0
FABIO PINHO DOS SANTOS,1150.0
HILDEBRANDO SILVA DE FREITAS,1150.0
ADRIANO MARTINS DE MORAIS,1150.0
RENATO GALVAO DA SILVA,1150.0
JEREMIAS DOS SANTOS LIMEIRA,1150.0
CLEITON GUIMARAES MELO,1149.29
IVAN DA FONSECA DIAS,1149.27
ANA MARIA DE OLIVEIRA E SILVA MARROQUES,1148.6
MARIA ANTÔNIA SANTOS SILVA,1148.6
JOSÉ WELLYTON FRANCELINO DE LIMA,1145.0
LINDINALVA DO SOCORRO LOBATO  DA SILVA,1145.0
RAFAELLA SOARES SANTOS,1143.5
TEYA TAMMY SERIQUE DE ANDRADE,1143.5
JURACI SOUSA FIGUEREDO,1142.86
ELISANGELA PIRES VELEDA,1141.95
ODAIR LOPES,1140.0
FRANCISCO MARCOLINO DE ALMEIDA,1140.0
ERALDO FERREIRA DA SILVA,1139.8000000000002
ANTONINHO PINHEIRO LOPES,1139.8000000000002
REGINA AVELINO SOUSA BRITO,1137.9
ANTONIO DOS SANTOS MENDES,1134.07
PEDRO NASCIMENTO DA SILVA,1132.0
JOANA PAULA ALVES NOGUEIRA,1130.0
WILSON PAULINO DOS SANTOS,1130.0
NILO FERREIRA DA COSTA,1129.3
JOSIMAR SACRAMENTO LOPES,1128.0
ARLANDE FERRAZ DOS SANTOS,1125.0
RAFAEL MARQUES BATISTA,1121.0
ANTONIA OLIVEIRA BARROS,1120.55
MOISES RUFINO BERNARDO DE MORAES,1120.0
RAIMUNDO RODRIGUES DA SILVA,1120.0
JOANES OLIVEIRA DA TRINDADE,1120.0
RAIANE DA SILVA CARVALHO LÚCIO,1120.0
RITA CONCEIÇÃO PEREIRA,1120.0
HOSANA NUNES SOUZA,1120.0
DILSON LEÃO FARIAS,1120.0
PEDRO PAULO FIGUEIREDO JÚNIOR,1120.0
MARIA DA PAZ FERREIRA DA SILVA,1119.9
FRANCISCO CORRÊA DE FARIAS FILHO,1119.9
CHRISTOFFER RODRIGO FREITAS DA SILVA,1119.65
ELIENAI BARROS DE SOUSA,1118.55
LUCIMARY VERAS SILVA,1117.27
FERNANDO DA SILVA MIRANDA,1115.0
IRACILDA ALVES DOS SANTOS,1115.0
LUANA PERES BORGES,1114.0
EDINETH DOS SANTOS RODRIGUES,1111.1100000000001
DANIELLE DE OLIVEIRA POMPEU,1110.5
MARCINDA ESTUMANO SANTOS,1110.5
CELINO BARBOSA DOS SANTOS,1110.5
EULALIO RAMOS DOS SANTOS,1110.5
ANDERSON CARLOS SOUZA DA SILVA,1110.5
FRANCISCA DAS CHAGAS CARVALHO DOS SANTOS,1110.5
ERISMA SOUZA DA SILVA,1110.5
MAYCON COSTA DE LIMA,1110.5
LEONEL SOUSA DA SILVA,1110.5
JAMILSON SILVA DOS REIS,1110.5
HELIO PONTES DA SILVA,1110.5
HEBER PANTOJA DE SOUZA,1110.45
VALDIR PALHETA RODRIGUES,1110.0
JOSÉ MARIA REIS OLIVEIRA,1110.0
AELSON SANTOS,1110.0
EDITE FERREIRA DE AQUINO NETA,1109.9
JANKELSON LIMA DA SILVA,1109.8000000000002
RAILTON DA SILVA,1109.8
ROZENINHO SAW MUNDURUKU,1105.0
ANETE SANTOS DA CRUZ,1103.5
ELIANILDA RODRIGUES,1103.02
RAIMUNDO COIMBRA DA FONSECA,1101.0
ROSIMAR SOUSA DA COSTA,1100.02
CLAUDIO CARDOSO DO AMARAL,1100.0
IVALDO MEDEIROS LIMA,1100.0
LISSANDRA NUNES BRITO,1100.0
MIGUEL VIEIRA DA SILVA,1100.0
SEBASTIÃO WANDERSON SALES HOLANDA,1100.0
RETIXIRNEY PEREIRA DA COSTA,1100.0
ANDERSON DENIS DA SILVA SANTOS,1100.0
ANDREA FURTADO FERREIRA,1100.0
JOSE RAIMUNDO ALVES DA COSTA,1100.0
ANTONIO CARLOS DA CONCEIÇÃO CORREIA,1100.0
ISAQUE DOS SANTOS ROCHA,1100.0
ROBERTO DE SOUSA ALVES,1100.0
RAIMUNDO NONATO DA CONCEIÇÃO,1100.0
EVERALDO LEITE DE LIMA,1100.0
NAZARENO DA SILVA SALES,1100.0
FERNANDA DOS SANTOS DA SILVA NASCIMENTO,1100.0
HERALDO GONÇALVES MONTEIRO,1100.0
GEISE FERREIRA SILVA,1100.0
DEUSEMAR RODRIGUES DE LEMOS,1100.0
JESSICA ALVES DA ROCHA,1100.0
MANOEL PEDRO DA ANUNCIAÇÃO CRAVEIRO,1100.0
ROSINETE LUZ MORAES,1100.0
DANIELLE MARIA FERREIRA DA CONCEIÇÃO,1100.0
SAINNA BELAME FERREIRA DA SILVA,1100.0
ALDO CEZAR DA SILVA SANTOS,1100.0
PAULO MARCIO LIMA DE BRITO,1100.0
YANGLYER GLAY SANTOS MATTOS,1100.0
ALMERINA SANTANA DA SILVA,1100.0
JOSE AGNALDO MARTINS SILVA,1100.0
SALOMÃO DOS SANTOS CRISTO,1100.0
FABIO ARAUJO BRITO,1100.0
JHONATAN DOS SANTOS RODRIGUES,1100.0
MICHELE APARECIDA GOMES DA SILVA,1100.0
PEDRO NUNES DA SILVA,1100.0
CLEUBIO MORAIS BUENO,1100.0
CARLA DANIELA SILVA BRITO LIMA,1100.0
ELISANGELA DE CARVALHO AZEVEDO,1100.0
JOELMA FERNANDES SARMENTO,1100.0
ROBSON SOUZA DA SILVA,1100.0
LUANE DO NASCIMENTO CORREA,1100.0
JHOSON JAQUES GOMES DOS SANTOS,1100.0
MARIA ERUNDINA DE OLIVEIRA MALCHER,1100.0
ALBERTINO FERREIRA SILVA,1100.0
SEBASTIÃO RODRIGUES MORAIS,1100.0
ROSANA MARIA SACRAMENTO PAMPLONA,1100.0
RAIMUNDO FREITAS PEREIRA,1100.0
ROSANA GOMES DE OLIVEIRA,1100.0
CRISTIANE FAVACHO DOS SANTOS,1098.6
ARIANE LOBATO DOS SANTOS,1098.6
MARIA DO SOCORRO AMEIDA RODRIGUES,1098.6
MARIA JURACEMA PIRES CORDEIRO FLEXA,1098.6
ARLY VILHENA,1098.6
JOAO MORAES SILVA,1098.0
EDUARDO RODRIGUES DA SILVA,1096.25
VALDECIR ELIAS SOUSA SANTIAGO,1095.6000000000001
LUIS EVANDRO PEREIRA DE BRITO,1095.0
VALBÉRIO SANTOS BOTELHO,1095.0
ADENILSON BATISTA,1094.27
JOSE AURELIO DOS SANTOS CARVALHO,1094.27
EZEQUIEL GOMES DA SILVA,1094.27
ERUNDINO CORREA,1094.27
EDINALDO DA SILVA TEIXEIRA,1094.27
JOÃO BATISTA GALDINO DE SOUSA,1094.27
HÉLIDO PINHEIRO JARDIM,1094.27
DIMY CLIFF SOUSA CONCEICAO,1094.27
SANDRO CARLOS MARTINS BARBOSA,1094.27
RAIMUNDO MODESTO DO NASCIMENTO,1094.27
ALBERTO MALATO VILENA,1094.27
JOSÉ ANDERSON BARRETO DE FREITAS,1094.27
ADENILSON BATISTA DE SOUZA,1094.27
ELIEL MENDES DOS SANTOS,1094.27
FRANCISCO EVANGELISTA FERREIRA DE LIMA,1094.27
JOSÉ DE ASSUNÇÃO DIAS,1094.27
OSMAR FERREIRA DOS SANTOS,1094.2699999999998
THIAGO VIEIRA DA SILVA,1093.72
ROMULO ALVES DA SILVA,1090.9
ANTONIO CARLOS CARDOSO,1090.33
ALEANDERSON DE SOUZA ALMEIDA,1090.0
EDIVAN ANDRADE DA SILVA,1090.0
LÓIDE DOS SANTOS MENDES,1090.0
EMERSON CHARLES ROMANHA,1090.0
CARLOS JOSUE NASCIMENTO GOMES,1089.9
JONATHAM DA SILVA SILVA,1089.8000000000002
ALBERT COELHO LOBATO,1088.0
ELANE TORRES DE LIMA,1087.95
EDIO FERREIRA SILVA,1086.9
SEBASTIÃO DA SILVA GOVEIA,1086.8999999999999
MAXSON BRITO RIBEIRO,1086.0
FRANCISCO DE FREITAS PEIXE,1085.0
REGIANE DE ARAÚJO FEITOSA,1085.0
ISAQUE PEREIRA VIEIRA,1084.72
UBALDO CRUZ DUARTE,1084.17
RAIMUNDO NONATO COSTA MORAES,1084.0
MARIA DE LOURDES MARCELA LEITE,1080.45
EDMILSON CAMPOS DOS SANTOS,1080.0
MARCO ANTONIO PEREIRA BARRETO,1080.0
FRANCISCO JOSÉ DE AZEVEDO,1080.0
ANA LUCIA DA SILVA,1080.0
MARIA ZELIA SILVA FARIAS,1080.0
CLÉZIO MUNHOZ ARAUJO DA SILVA,1080.0
PAULO RANGEL DE ARAUJO LIM,1080.0
LINDOMAR DE ARAUJO AMORIM,1079.6000000000001
RAIMUNDO NONATO DA SILVA,1079.0
JORLANA COIMBRA DE MENEZES,1078.3
MARINA LAMEIRA DE OLIVEIRA,1075.0
JONILSON VANDERLEY DE SOUZA C ARNEIRO,1074.8
CLEIDIOMAR CRISTANI,1074.0
ANTONIO CARLOS DE JESUS DA CONCEIÇÃO,1074.0
HELIO ROSENO DE SOUSA,1074.0
CAROLINE SANTOS DA SILVA,1074.0
EUCIENE RODRIGUES BRANDÃO,1074.0
RUBENICE DE NAZARE DIAS MARTINS,1074.0
DANIEL SANTANA BARBOSA,1071.76
ALEXANDRE PINTO RIBAS,1070.0
MAX VICTOR ABDON NASCIMENTO,1070.0
JOSÉ ALVES FEITOSA,1070.0
JORGE LUIZ DE LIMA ABDON,1070.0
CLEOMI BANDEIRA OLIVEIRA,1070.0
MESSIAS FERREIRA DA SILVA,1070.0
ROGERIO CELESTINO DE AVILA,1070.0
EDIVALDO MAX DA COSTA MATOS,1069.9
JOAO FERREIRA DOS SANTOS NETO,1069.8
ANTONIO RAIMUNDO PEREIRA LIMA,1069.7
ANDREA KARLA PINOTTI,1069.0
FRANCISCO CARVALHO DOS SANTOS,1067.8
ANTONIO LORDENIR CAMPOS GONÇALVES,1067.25
FRANCINETO ARAUJO NASCIMENTO,1067.1499999999999
MARCILENE ARAÚJO DO NASCIMENTO,1066.9
ANTONIO SERGIO DOS SANTOS SILVA,1066.5
ELEIDON MESQUITA DA SILVA,1066.0
BRENO ARAUJO NAVARRO,1064.0
MARIVALDO ALVES DE MEIRELES,1063.9
JASON HENRIQUE DOS REIS COSTA,1062.9499999999998
ADSON ANTONIO TEIXEIRA REIS,1060.0
ANTONIO DUTRA DA SILVA,1060.0
FABIANO HERMES AGUIAR,1060.0
PAULO SERGIO PEREIRA DE OLIVEIRA,1060.0
ODAIR JOSÉ LOPES DE BRITO,1060.0
EDMAR SALES DE SOUSA,1060.0
FABIO DIAS DE ALMEIDA,1060.0
GEORGE FELIPE PEDROSO DE CASTRO,1060.0
PEDRO CANDIDO DE SOUSA,1059.98
ANTONIO DERIVAN CAETANO COSTA,1059.6999999999998
ARTENIZA DE ARAUJO,1059.51
ROBSON ALEXANDRE MORAES FIGUEIRA,1059.5
ANDREY OLIVEIRA RODRIGUES,1059.5
RAIMUNDO DA SILVA LISBOA,1057.5
CARLA ROBERTA SILVA DE SOUZA,1056.95
RUBENILDA BANDEIRA MIRANDA,1056.45
JOANES DA SILVA SANTOS,1056.45
MOISES OLIVEIRA DA CONCEICAO,1055.95
JOSE LUIZ BARROSO COSTA,1055.95
LAUDIVAN SILVA DIAS,1055.95
JAYRO DE JESUS FERREIRA FERREIRA,1055.95
BENEDITO SOUSA DA SILVA,1054.75
LUIZINHA DA SILVA DE AZEVEDO,1053.0
IRAMIR CANTO TAVARES FILHO,1053.0
RAIMUNDINHA DA SAÚDE,1052.4
RIVALDO DA SILVA PIRES,1052.0
CARLOS DIAS OLIVEIRA,1051.95
RAFAEL ASSIS DA SILVA,1051.5900000000001
JOSE RICARDO SOUZA RIOS,1050.9
DHULIA DA LUZ MOURA,1050.0
SHIDINO DE JESUS DA ROCHA,1050.0
MARIO GEORGE RODRIGUES DA SILVA,1050.0
MARA GLENDA LIMA GARCIA,1050.0
LEANDRO DE SOUSA ARAUJO,1050.0
JOSE DELCILO ALVES DE BRITO FILHO,1050.0
EDERSON HILTON HORSFORD DA SILVA,1050.0
ELIAS DO NASCIMENTO FERREIRA,1050.0
ADONIAS KABA MUNDURUKU,1050.0
GENIVALDO SANTOS PEREIRA,1050.0
MARCIA ROSIANE NASCIMENTO VIANA,1050.0
JOSAEL FELEOL GOMES,1050.0
JOSÉ EDUARDO DE OLIVA BELO,1050.0
JOSICLEI SOUZA NASCIMENTO,1050.0
VERONICA SOARES PINHO,1050.0
MARCELO AKAI MUNDURUKU,1050.0
MARIA JOSE RIBEIRO PEREIRA,1050.0
JOSE ALONSO FILHO MOURA DA SILVA,1050.0
RENAN PINHEIRO BARROS,1050.0
SILAS OLIVEIRA DA SILVA,1050.0
NEIVALDO RIBEIRO DOS SANTOS,1050.0
MARCIO LUIZ CARVALHO DO CARMO,1050.0
CLENILSON CARLOS,1050.0
ANTONIA PEREIRA DA COSTA,1050.0
JOÃO BATISTA DE SOUZA SANTOS,1050.0
JOANICE ALVES DE SOUSA,1050.0
JOAO BATISTA BRITO DA COSTA,1050.0
WILISMAR DATIE DE SOUSA,1050.0
ALDENEIDE FIRMO DE ANDRE,1050.0
TAILENE VASCONCELOS MARTINS AMARILHA,1050.0
AMILTON CORDEIRO DOS SANTOS,1050.0
MARIZA KABA MUNDURUKU,1050.0
JOSE IRIS DE SOUZA,1050.0
FRANCISCO ANTONIO ALVES VIEIRA,1050.0
THIAGO JOSÉ DE OLIVEIRA SANTOS,1050.0
ADRUALDO JOSE ARAUJO DA SILVA,1050.0
ROSENILDA BORO MUNDURUKU,1050.0
ANDERSON CONCEIÇÃO DOS SANTOS,1050.0
JOAO EVANGELISTA ALVES,1050.0
RUITEMBERG MUNDURUKU PEREIRA,1050.0
JOSE OLIVEIRA SOUZA,1050.0
DIMAS RODRIGUES DE BRITO,1050.0
ELILDA PUREZA DAS MERCES,1050.0
MARIA DO SOCORRO PEREIRA,1050.0
CLEIDSON RIBEIRO DE ALENCAR,1050.0
SIRLEI LINS CAVALCANTE,1050.0
GIULIANY CRISTINA PALHARES DE LIMA,1050.0
EDUARDO MONTEIRO DE ARAÚJO,1050.0
LIDIONETE CORREIA LEMOS,1050.0
ALBERTINA DA CONCEIÇÃO VELOSO,1050.0
EDIVAN BARBOSA LEITE,1050.0
CLIDENOR GUEDES DE OLIVEIRA,1050.0
RAIMUNDO ABDORAL GASPAR MESQUITA,1050.0
VALDIVINO DE SOUZA PEREIRA,1050.0
IVAIR DATIE KARIKAFU,1050.0
CLAUDINEI RIBEIRO DA SILVA,1050.0
DINAL PEREIRA DE FREITAS,1050.0
JOSE GONCALVES DOS SANTOS,1050.0
MARIA EDINA KIRIXI MUNURUKU,1050.0
IROMAR SILVA MENEZES,1049.8000000000002
JOSE AVELINO DE SOUZA NETO,1049.37
CARLOS ALEXANDRE DA SILVA MOREIRA,1045.5
ESDRAS VERAS OLIVEIRA,1045.5
ELIAS DE LIMA SOUZA,1045.5
MACLEAM CASTRO DE ARAGAO,1045.5
SERGIO AUGUSTO COSTA OLIVEIRA,1045.5
MAURO SANTOS DE LIMA,1045.5
CLAUDIO JUNIOR CORREA MEDEIROS,1045.5
JACONIAS RIBEIRO COSTA,1045.0
RAMON CAMPOS GARCIA,1045.0
JOAO JOLVINO DA SILVA,1045.0
FRANCISCO RIBEIRO DO NASCIMENTO,1045.0
EURAMA DA GAMA OLIVEIRA,1045.0
NOEME SOARES AMARAL,1045.0
ANTONIA CARMEM SILVA FERREIRA,1045.0
SUZETE MARIA DE CASTRO,1045.0
PEDRO JOSE DAVID VENTURA,1045.0
MARIA DA CONCEIÇÃO PEREIRA CORREA,1045.0
MARIA DE LOURDES SANTOS SILVA,1045.0
DEOCLECIANO GUILHERME BARBOSA DE CASTRO,1045.0
CIENE PINTO DE SOUSA,1045.0
ELISOMAR BARRETO DE SOUZA,1045.0
JULIO CESAR CAMPOS BATISTA,1044.0
ANA JHENEFER DE ALMEIDA GOMES,1043.0
DUCELINA VIEIRA DAMACENA,1043.0
PAIRA SOUSA DE SOUSA,1043.0
VANESSA PANTOJA DOS SANTOS,1043.0
EDMILSON DE SOUSA VIANA,1042.05
MARIA ELENIR MENDES DE LEÃO,1042.0
HILMA CARDOSO DIAS,1041.02
JOÃO BOSCO GOMES,1040.25
VALETIM LIMA CORREA,1040.0
RAILTON DOS SANTOS REIS,1040.0
JOÃO FERREIRA DA COSTA,1040.0
RUI GABRIEL DA VERA CRUZ,1040.0
ISRAEL DE JESUS SOARES LOPES,1040.0
IRONEIDE FERREIRA DE OLIVEIRA,1040.0
CARLOS ALBERTO DO COUTO,1040.0
SÔNIA FIGUEREDO DE AMORIM,1038.84
ELIANE BARBOSA DA SILVA,1038.6
LUCIOLO TADEU DAMASCENO DA SILVA,1038.0
CICERO OLIVEIRA DE ALMEIDA,1038.0
MARIA DE FATIMA DAS NEVES CASTRO,1038.0
CAROLINE LALESCA AFONSO DA SILVA,1038.0
JAQUES SALVELINA CANTANHEDE,1038.0
DAVDSON RYMSZA GAWLIK,1038.0
ANGELO DE NAZARÉ SILVA DOS SANTOS,1036.14
RIVALDO SOUSA DANTAS,1035.0
ORLEY SOARES DE SOUZA,1035.0
ANTONIO MARCOS SIROTHEAU CORREA RODRIGUES,1033.7
MARIA SOFIA SARUBBI LOPEZ,1033.6
NEIVA REJANE AMARAL DA COSTA,1033.6
NAZARÉ CARDOSO FEIJÃO,1033.6
MARCOS GENIS KENIS LOPES DE ARAUJO,1030.0
LUZAMOR PEREIRA GOMES,1030.0
ERONILDO FRANCISCO DE OLIVEIRA,1030.0
JOSÉ CUPERTINO MONTEIRO DO NASCIMENTO JUNIOR,1030.0
LINGLEA SIQUEIRA CATETE,1030.0
THALISSON RIBEIRO MARTINS,1030.0
ALTOMIR BARROS DA CUNHA,1027.8
ANTONIO CARLOS DO CARMO GONÇALVES,1027.1
HOZANA ANUNCIAÇÃO DE ARAÚJO SOUZA,1026.8
ZAQUEU DAMASCENO LANOA,1026.35
MARIA DA CONCEIÇÃO WALADAR MARQUES,1026.17
CARLOS ALBERTO SANTOS DELGADO,1025.9
ALDA LUCIA PALHETA MORAES,1025.8
ALDENIRA SOUSA DE OLIVEIRA,1025.75
ANTONIO ADRIANO DA SILVA SOUSA,1025.0
MARIA WANDERLY SABINO DE ARAUJO,1024.9
JOSE DE RIBAMAR POLVA,1024.9
RAIMUNDO GEORGENIO PEREIRA DE OLIVEIRA,1024.9
DABITA DE OLIVEIRA CARDOSO,1024.45
CÉLIO TRINDADE SANCHES,1023.8
MARCELO ABADESSA MENDES,1023.5
RAIMUNDO DEUZIMAR PINTO DE AQUINO,1023.5
ROBERTO DA SILVA SOUSA,1022.02
ANTÔNIO CARLOS PEREIRA DA SILVA,1022.02
IURI CLEBER CARDOSO ALCÂNTARA,1022.0
ELSON JOSÉ LIMA SILVA,1021.95
CLEOMAR CRISTANI,1020.9
FELIPH DE SOUSA ROCHA,1020.0
REMI MATIAS DA SILVA,1020.0
THAYS FERNANDES LEITE,1020.0
ENOS DE ALMEIDA DÁVILA,1019.9
FERNANDO FERREIRA FARIAS,1019.9
RAIANE AGUIAR LACERDA,1019.9
NILSON VULCAO DA SILVA,1019.5
NAGILA RUTH AGUIAR SANTOS,1019.0
ROMULO MARTINS LIMA,1017.45
KEILA SILVA FERREIRA,1016.4
JOSE LEONILDO MOURA DE SOUZA,1015.9
MARCOS ALAN LEMES DA CRUZ,1015.0
MARCELO MONTEIRO DE CAMPOS,1015.0
DAN CAMPOS PEREIRA,1015.0
ELIAQUIM RODRIGUES DE ALMEIDA,1014.8
MARGARIDA MONTEIRO DA SILVA,1014.7
FRANCISCO CARLOS DA SILVA,1014.6099999999999
RAIMUNDO DOS SANTOS SARMENTO,1014.35
IVENS MARCUS REGO DE SOUSA,1014.0
EDNEY DE FARIAS ANDRADE,1014.0
